,EPAREGION,"State,County",State,County,County_with_county_appended,Risk,Governance,Built Environment,Natural Environment,Society,CRSI
873,4,"Mississippi,Issaquena",Mississippi,Issaquena,Issaquena County,0.419,0.678,0.232,0.459,0.103,-0.891
874,4,"Mississippi,Itawamba",Mississippi,Itawamba,Itawamba County,0.141,0.507,0.262,0.4,0.37,-0.599
875,4,"Mississippi,Jackson",Mississippi,Jackson,Jackson County,0.427,0.437,0.473,0.599,0.391,2.199
876,4,"Mississippi,Jasper",Mississippi,Jasper,Jasper County,0.262,0.547,0.365,0.493,0.343,1.541
877,4,"Mississippi,Jefferson",Mississippi,Jefferson,Jefferson County,0.298,0.511,0.248,0.409,0.248,-1.128
878,4,"Mississippi,Jefferson Davis",Mississippi,Jefferson Davis,Jefferson Davis County,0.241,0.52,0.286,0.438,0.292,-0.279
879,4,"Mississippi,Jones",Mississippi,Jones,Jones County,0.26,0.496,0.415,0.455,0.435,2.216
880,4,"Mississippi,Kemper",Mississippi,Kemper,Kemper County,0.31,0.555,0.382,0.403,0.313,0.575
881,4,"Mississippi,Lafayette",Mississippi,Lafayette,Lafayette County,0.22,0.543,0.448,0.479,0.429,3.446
882,4,"Mississippi,Lamar",Mississippi,Lamar,Lamar County,0.513,0.501,0.424,0.48,0.442,1.324
883,4,"Mississippi,Lauderdale",Mississippi,Lauderdale,Lauderdale County,0.293,0.538,0.46,0.414,0.482,2.476
884,4,"Mississippi,Lawrence",Mississippi,Lawrence,Lawrence County,0.32,0.529,0.315,0.426,0.427,0.79
885,4,"Mississippi,Leake",Mississippi,Leake,Leake County,0.239,0.544,0.302,0.405,0.402,0.555
886,4,"Mississippi,Lee",Mississippi,Lee,Lee County,0.521,0.606,0.401,0.388,0.489,1.132
887,4,"Mississippi,Leflore",Mississippi,Leflore,Leflore County,0.185,0.645,0.329,0.445,0.38,1.955
888,4,"Mississippi,Lincoln",Mississippi,Lincoln,Lincoln County,0.197,0.519,0.383,0.378,0.511,2.387
889,4,"Mississippi,Lowndes",Mississippi,Lowndes,Lowndes County,0.391,0.535,0.398,0.505,0.497,2.082
890,4,"Mississippi,Madison",Mississippi,Madison,Madison County,0.478,0.555,0.51,0.42,0.539,2.109
891,4,"Mississippi,Marion",Mississippi,Marion,Marion County,0.271,0.458,0.364,0.445,0.428,1.339
892,4,"Mississippi,Marshall",Mississippi,Marshall,Marshall County,0.186,0.588,0.386,0.394,0.369,1.655
893,4,"Mississippi,Monroe",Mississippi,Monroe,Monroe County,0.157,0.546,0.415,0.483,0.429,4.337
894,4,"Mississippi,Montgomery",Mississippi,Montgomery,Montgomery County,0.225,0.596,0.235,0.333,0.521,0.29
895,4,"Mississippi,Neshoba",Mississippi,Neshoba,Neshoba County,0.283,0.559,0.363,0.419,0.366,0.977
896,4,"Mississippi,Newton",Mississippi,Newton,Newton County,0.263,0.588,0.306,0.463,0.475,1.805
897,4,"Mississippi,Noxubee",Mississippi,Noxubee,Noxubee County,0.263,0.55,0.251,0.488,0.331,0.256
898,4,"Mississippi,Oktibbeha",Mississippi,Oktibbeha,Oktibbeha County,0.264,0.565,0.42,0.447,0.363,1.877
899,4,"Mississippi,Panola",Mississippi,Panola,Panola County,0.191,0.592,0.371,0.419,0.396,2.035
900,4,"Mississippi,Pearl River",Mississippi,Pearl River,Pearl River County,0.384,0.366,0.427,0.472,0.405,1.202
901,4,"Mississippi,Perry",Mississippi,Perry,Perry County,0.211,0.412,0.318,0.655,0.307,2.234
902,4,"Mississippi,Pike",Mississippi,Pike,Pike County,0.237,0.51,0.346,0.439,0.471,1.841
903,4,"Mississippi,Pontotoc",Mississippi,Pontotoc,Pontotoc County,0.234,0.603,0.315,0.387,0.445,1.136
904,4,"Mississippi,Prentiss",Mississippi,Prentiss,Prentiss County,0.142,0.481,0.292,0.333,0.419,-0.692
905,4,"Mississippi,Quitman",Mississippi,Quitman,Quitman County,0.193,0.667,0.18,0.476,0.272,-0.76
906,4,"Mississippi,Rankin",Mississippi,Rankin,Rankin County,0.652,0.531,0.566,0.393,0.544,1.645
907,4,"Mississippi,Scott",Mississippi,Scott,Scott County,0.336,0.542,0.385,0.58,0.421,2.442
908,4,"Mississippi,Sharkey",Mississippi,Sharkey,Sharkey County,0.301,0.652,0.09,0.572,0.138,-1.44
909,4,"Mississippi,Simpson",Mississippi,Simpson,Simpson County,0.227,0.503,0.311,0.388,0.53,1.446
910,4,"Mississippi,Smith",Mississippi,Smith,Smith County,0.262,0.552,0.331,0.464,0.398,1.361
911,4,"Mississippi,Stone",Mississippi,Stone,Stone County,0.208,0.398,0.361,0.563,0.425,2.78
912,4,"Mississippi,Sunflower",Mississippi,Sunflower,Sunflower County,0.164,0.685,0.357,0.458,0.339,2.613
913,4,"Mississippi,Tallahatchie",Mississippi,Tallahatchie,Tallahatchie County,0.118,0.64,0.256,0.43,0.318,0.028
914,4,"Mississippi,Tate",Mississippi,Tate,Tate County,0.172,0.622,0.284,0.411,0.401,1.035
915,4,"Mississippi,Tippah",Mississippi,Tippah,Tippah County,0.144,0.591,0.327,0.33,0.348,-0.291
916,4,"Mississippi,Tishomingo",Mississippi,Tishomingo,Tishomingo County,0.125,0.332,0.278,0.471,0.342,-0.776
917,4,"Mississippi,Tunica",Mississippi,Tunica,Tunica County,0.386,0.649,0.243,0.478,0.209,-0.306
918,4,"Mississippi,Union",Mississippi,Union,Union County,0.165,0.585,0.338,0.342,0.424,0.958
919,4,"Mississippi,Walthall",Mississippi,Walthall,Walthall County,0.206,0.465,0.291,0.438,0.405,0.543
920,4,"Mississippi,Warren",Mississippi,Warren,Warren County,0.335,0.634,0.36,0.444,0.468,1.806
921,4,"Mississippi,Washington",Mississippi,Washington,Washington County,0.209,0.639,0.324,0.447,0.4,1.858
922,4,"Mississippi,Wayne",Mississippi,Wayne,Wayne County,0.196,0.426,0.312,0.445,0.304,-0.258
923,4,"Mississippi,Webster",Mississippi,Webster,Webster County,0.261,0.637,0.271,0.36,0.316,-0.524
924,4,"Mississippi,Wilkinson",Mississippi,Wilkinson,Wilkinson County,0.21,0.571,0.309,0.413,0.397,0.914
925,4,"Mississippi,Winston",Mississippi,Winston,Winston County,0.384,0.543,0.313,0.449,0.435,0.879
926,4,"Mississippi,Yalobusha",Mississippi,Yalobusha,Yalobusha County,0.095,0.61,0.26,0.46,0.36,1.472
927,4,"Mississippi,Yazoo",Mississippi,Yazoo,Yazoo County,0.241,0.6,0.333,0.49,0.296,1.14
928,4,"North Carolina,Alamance",North Carolina,Alamance,Alamance County,0.376,0.562,0.435,0.336,0.471,1.258
929,4,"North Carolina,Alexander",North Carolina,Alexander,Alexander County,0.2,0.517,0.335,0.345,0.466,0.856
930,4,"North Carolina,Alleghany",North Carolina,Alleghany,Alleghany County,0.123,0.375,0.341,0.362,0.384,-0.577
931,4,"North Carolina,Anson",North Carolina,Anson,Anson County,0.109,0.485,0.356,0.381,0.385,1.165
932,4,"North Carolina,Ashe",North Carolina,Ashe,Ashe County,0.12,0.257,0.378,0.354,0.48,0.654
933,4,"North Carolina,Avery",North Carolina,Avery,Avery County,0.174,0.259,0.393,0.434,0.481,1.81
934,4,"North Carolina,Beaufort",North Carolina,Beaufort,Beaufort County,0.381,0.597,0.459,0.519,0.513,2.897
935,4,"North Carolina,Bertie",North Carolina,Bertie,Bertie County,0.156,0.624,0.382,0.508,0.545,6.159
936,4,"North Carolina,Bladen",North Carolina,Bladen,Bladen County,0.132,0.471,0.482,0.481,0.367,4.991
937,4,"North Carolina,Brunswick",North Carolina,Brunswick,Brunswick County,0.356,0.541,0.589,0.491,0.418,3.199
938,4,"North Carolina,Buncombe",North Carolina,Buncombe,Buncombe County,0.506,0.251,0.502,0.332,0.551,0.964
939,4,"North Carolina,Burke",North Carolina,Burke,Burke County,0.286,0.253,0.444,0.441,0.383,0.953
940,4,"North Carolina,Cabarrus",North Carolina,Cabarrus,Cabarrus County,0.649,0.655,0.363,0.322,0.508,0.633
941,4,"North Carolina,Caldwell",North Carolina,Caldwell,Caldwell County,0.284,0.384,0.355,0.405,0.466,0.841
942,4,"North Carolina,Camden",North Carolina,Camden,Camden County,0.226,0.63,0.335,0.556,0.437,3.31
943,4,"North Carolina,Carteret",North Carolina,Carteret,Carteret County,0.307,0.625,0.44,0.697,0.481,4.747
944,4,"North Carolina,Caswell",North Carolina,Caswell,Caswell County,0.127,0.57,0.38,0.394,0.347,1.84
945,4,"North Carolina,Catawba",North Carolina,Catawba,Catawba County,0.506,0.458,0.519,0.37,0.509,1.484
946,4,"North Carolina,Chatham",North Carolina,Chatham,Chatham County,0.226,0.526,0.535,0.396,0.498,4.002
947,4,"North Carolina,Cherokee",North Carolina,Cherokee,Cherokee County,0.227,0.228,0.367,0.456,0.54,1.702
948,4,"North Carolina,Chowan",North Carolina,Chowan,Chowan County,0.143,0.594,0.287,0.582,0.463,4.907
949,4,"North Carolina,Clay",North Carolina,Clay,Clay County,0.169,0.212,0.325,0.522,0.556,2.681
950,4,"North Carolina,Cleveland",North Carolina,Cleveland,Cleveland County,0.291,0.432,0.429,0.369,0.491,1.542
951,4,"North Carolina,Columbus",North Carolina,Columbus,Columbus County,0.124,0.447,0.546,0.488,0.529,9.187
952,4,"North Carolina,Craven",North Carolina,Craven,Craven County,0.383,0.577,0.512,0.616,0.436,3.427
953,4,"North Carolina,Cumberland",North Carolina,Cumberland,Cumberland County,0.585,0.523,0.471,0.389,0.443,1.037
954,4,"North Carolina,Currituck",North Carolina,Currituck,Currituck County,0.201,0.637,0.397,0.614,0.421,5.123
955,4,"North Carolina,Dare",North Carolina,Dare,Dare County,0.389,0.546,0.444,0.742,0.553,4.219
956,4,"North Carolina,Davidson",North Carolina,Davidson,Davidson County,0.317,0.599,0.457,0.366,0.466,1.989
957,4,"North Carolina,Davie",North Carolina,Davie,Davie County,0.191,0.609,0.387,0.353,0.536,2.935
958,4,"North Carolina,Duplin",North Carolina,Duplin,Duplin County,0.105,0.55,0.52,0.383,0.339,5.17
959,4,"North Carolina,Durham",North Carolina,Durham,Durham County,0.585,0.54,0.394,0.328,0.451,0.483
960,4,"North Carolina,Edgecombe",North Carolina,Edgecombe,Edgecombe County,0.15,0.539,0.375,0.438,0.425,2.98
961,4,"North Carolina,Forsyth",North Carolina,Forsyth,Forsyth County,0.553,0.566,0.396,0.25,0.456,0.236
962,4,"North Carolina,Franklin",North Carolina,Franklin,Franklin County,0.21,0.549,0.493,0.448,0.443,3.983
963,4,"North Carolina,Gaston",North Carolina,Gaston,Gaston County,0.686,0.55,0.534,0.316,0.455,0.937
964,4,"North Carolina,Gates",North Carolina,Gates,Gates County,0.129,0.631,0.318,0.532,0.486,5.737
965,4,"North Carolina,Graham",North Carolina,Graham,Graham County,0.179,0.238,0.328,0.513,0.426,1.176
966,4,"North Carolina,Granville",North Carolina,Granville,Granville County,0.217,0.553,0.416,0.421,0.443,2.599
967,4,"North Carolina,Greene",North Carolina,Greene,Greene County,0.222,0.538,0.332,0.435,0.402,1.277
968,4,"North Carolina,Guilford",North Carolina,Guilford,Guilford County,0.57,0.572,0.514,0.36,0.47,1.32
969,4,"North Carolina,Halifax",North Carolina,Halifax,Halifax County,0.129,0.562,0.483,0.439,0.396,5.473
970,4,"North Carolina,Harnett",North Carolina,Harnett,Harnett County,0.254,0.551,0.443,0.418,0.418,2.292
971,4,"North Carolina,Haywood",North Carolina,Haywood,Haywood County,0.202,0.234,0.44,0.446,0.559,2.978
972,4,"North Carolina,Henderson",North Carolina,Henderson,Henderson County,0.474,0.25,0.403,0.301,0.52,0.179
973,4,"North Carolina,Hertford",North Carolina,Hertford,Hertford County,0.153,0.672,0.361,0.426,0.443,3.606
974,4,"North Carolina,Hoke",North Carolina,Hoke,Hoke County,0.201,0.528,0.37,0.44,0.389,1.774
975,4,"North Carolina,Hyde",North Carolina,Hyde,Hyde County,0.441,0.497,0.305,0.662,0.587,2.472
976,4,"North Carolina,Iredell",North Carolina,Iredell,Iredell County,0.582,0.609,0.471,0.325,0.5,1.109
977,4,"North Carolina,Jackson",North Carolina,Jackson,Jackson County,0.238,0.288,0.457,0.414,0.52,2.304
978,4,"North Carolina,Johnston",North Carolina,Johnston,Johnston County,0.406,0.536,0.573,0.412,0.491,2.562
979,4,"North Carolina,Jones",North Carolina,Jones,Jones County,0.191,0.606,0.341,0.605,0.365,3.757
980,4,"North Carolina,Lee",North Carolina,Lee,Lee County,0.432,0.501,0.365,0.349,0.476,0.617
981,4,"North Carolina,Lenoir",North Carolina,Lenoir,Lenoir County,0.184,0.53,0.363,0.427,0.465,2.497
982,4,"North Carolina,Lincoln",North Carolina,Lincoln,Lincoln County,0.463,0.481,0.374,0.406,0.47,0.863
983,4,"North Carolina,Macon",North Carolina,Macon,Macon County,0.309,0.231,0.407,0.472,0.591,2.07
984,4,"North Carolina,Madison",North Carolina,Madison,Madison County,0.189,0.325,0.405,0.33,0.523,1.285
985,4,"North Carolina,Martin",North Carolina,Martin,Martin County,0.154,0.568,0.434,0.504,0.478,5.856
986,4,"North Carolina,McDowell",North Carolina,McDowell,McDowell County,0.262,0.28,0.358,0.445,0.36,0.14
987,4,"North Carolina,Mecklenburg",North Carolina,Mecklenburg,Mecklenburg County,0.693,0.594,0.661,0.231,0.449,1.162
988,4,"North Carolina,Mitchell",North Carolina,Mitchell,Mitchell County,0.148,0.226,0.306,0.378,0.522,-0.034
989,4,"North Carolina,Montgomery",North Carolina,Montgomery,Montgomery County,0.134,0.522,0.42,0.379,0.355,2.021
990,4,"North Carolina,Moore",North Carolina,Moore,Moore County,0.199,0.503,0.501,0.318,0.483,2.856
991,4,"North Carolina,Nash",North Carolina,Nash,Nash County,0.222,0.551,0.501,0.433,0.474,3.977
992,4,"North Carolina,New Hanover",North Carolina,New Hanover,New Hanover County,0.588,0.553,0.389,0.537,0.531,1.619
993,4,"North Carolina,Northampton",North Carolina,Northampton,Northampton County,0.117,0.597,0.488,0.43,0.389,6.156
994,4,"North Carolina,Onslow",North Carolina,Onslow,Onslow County,0.39,0.632,0.459,0.555,0.364,2.395
995,4,"North Carolina,Orange",North Carolina,Orange,Orange County,0.184,0.56,0.365,0.442,0.442,2.646
996,4,"North Carolina,Pamlico",North Carolina,Pamlico,Pamlico County,0.29,0.684,0.308,0.631,0.502,3.587
997,4,"North Carolina,Pasquotank",North Carolina,Pasquotank,Pasquotank County,0.289,0.636,0.309,0.529,0.448,2.216
998,4,"North Carolina,Pender",North Carolina,Pender,Pender County,0.126,0.567,0.471,0.499,0.494,8.065
999,4,"North Carolina,Perquimans",North Carolina,Perquimans,Perquimans County,0.156,0.625,0.315,0.586,0.388,4.27
1000,4,"North Carolina,Person",North Carolina,Person,Person County,0.132,0.561,0.36,0.385,0.514,3.601
1001,4,"North Carolina,Pitt",North Carolina,Pitt,Pitt County,0.362,0.549,0.514,0.433,0.496,2.644
1002,4,"North Carolina,Polk",North Carolina,Polk,Polk County,0.191,0.458,0.37,0.284,0.556,1.232
1003,4,"North Carolina,Randolph",North Carolina,Randolph,Randolph County,0.187,0.564,0.539,0.391,0.435,4.376
1004,4,"North Carolina,Richmond",North Carolina,Richmond,Richmond County,0.195,0.484,0.419,0.366,0.354,0.995
1005,4,"North Carolina,Robeson",North Carolina,Robeson,Robeson County,0.176,0.497,0.561,0.445,0.429,5.291
1006,4,"North Carolina,Rockingham",North Carolina,Rockingham,Rockingham County,0.224,0.515,0.448,0.383,0.438,2.268
1007,4,"North Carolina,Rowan",North Carolina,Rowan,Rowan County,0.326,0.616,0.436,0.351,0.457,1.655
1008,4,"North Carolina,Rutherford",North Carolina,Rutherford,Rutherford County,0.195,0.314,0.493,0.376,0.453,2.253
1009,4,"North Carolina,Sampson",North Carolina,Sampson,Sampson County,0.126,0.555,0.489,0.401,0.417,5.259
1010,4,"North Carolina,Scotland",North Carolina,Scotland,Scotland County,0.172,0.529,0.398,0.405,0.386,1.992
1011,4,"North Carolina,Stanly",North Carolina,Stanly,Stanly County,0.204,0.596,0.38,0.329,0.545,2.394
1012,4,"North Carolina,Stokes",North Carolina,Stokes,Stokes County,0.148,0.473,0.415,0.296,0.485,1.761
1013,4,"North Carolina,Surry",North Carolina,Surry,Surry County,0.217,0.531,0.399,0.335,0.447,1.37
1014,4,"North Carolina,Swain",North Carolina,Swain,Swain County,0.195,0.209,0.417,0.542,0.544,3.698
1015,4,"North Carolina,Transylvania",North Carolina,Transylvania,Transylvania County,0.221,0.279,0.397,0.431,0.609,2.67
1016,4,"North Carolina,Tyrrell",North Carolina,Tyrrell,Tyrrell County,0.565,0.574,0.247,0.701,0.417,1.374
1017,4,"North Carolina,Union",North Carolina,Union,Union County,0.445,0.636,0.484,0.347,0.518,1.787
1018,4,"North Carolina,Vance",North Carolina,Vance,Vance County,0.141,0.513,0.336,0.411,0.49,2.707
1019,4,"North Carolina,Wake",North Carolina,Wake,Wake County,0.714,0.54,0.736,0.326,0.509,1.827
1020,4,"North Carolina,Warren",North Carolina,Warren,Warren County,0.136,0.572,0.407,0.432,0.347,2.952
1021,4,"North Carolina,Washington",North Carolina,Washington,Washington County,0.288,0.544,0.268,0.604,0.399,1.83
1022,4,"North Carolina,Watauga",North Carolina,Watauga,Watauga County,0.165,0.256,0.385,0.353,0.45,0.199
1023,4,"North Carolina,Wayne",North Carolina,Wayne,Wayne County,0.206,0.53,0.473,0.385,0.432,2.847
1024,4,"North Carolina,Wilkes",North Carolina,Wilkes,Wilkes County,0.15,0.483,0.379,0.341,0.401,0.803
1025,4,"North Carolina,Wilson",North Carolina,Wilson,Wilson County,0.308,0.54,0.38,0.451,0.484,1.978
1026,4,"North Carolina,Yadkin",North Carolina,Yadkin,Yadkin County,0.112,0.605,0.404,0.37,0.469,4.592
1027,4,"North Carolina,Yancey",North Carolina,Yancey,Yancey County,0.159,0.225,0.281,0.38,0.499,-0.685
1028,4,"South Carolina,Abbeville",South Carolina,Abbeville,Abbeville County,0.153,0.568,0.335,0.4,0.464,2.332
1029,4,"South Carolina,Aiken",South Carolina,Aiken,Aiken County,0.371,0.522,0.509,0.403,0.491,2.254
1030,4,"South Carolina,Allendale",South Carolina,Allendale,Allendale County,0.192,0.469,0.182,0.39,0.268,-2.91
1031,4,"South Carolina,Anderson",South Carolina,Anderson,Anderson County,0.536,0.567,0.506,0.441,0.506,1.847
1032,4,"South Carolina,Bamberg",South Carolina,Bamberg,Bamberg County,0.115,0.516,0.275,0.37,0.333,-1.619
1033,4,"South Carolina,Barnwell",South Carolina,Barnwell,Barnwell County,0.153,0.514,0.278,0.487,0.412,1.693
1034,4,"South Carolina,Beaufort",South Carolina,Beaufort,Beaufort County,0.432,0.536,0.372,0.502,0.493,1.691
1035,4,"South Carolina,Berkeley",South Carolina,Berkeley,Berkeley County,0.445,0.588,0.565,0.656,0.428,3.477
1036,4,"South Carolina,Calhoun",South Carolina,Calhoun,Calhoun County,0.142,0.553,0.338,0.361,0.511,2.412
1037,4,"South Carolina,Charleston",South Carolina,Charleston,Charleston County,0.586,0.574,0.553,0.611,0.508,2.643
1038,4,"South Carolina,Cherokee",South Carolina,Cherokee,Cherokee County,0.295,0.534,0.376,0.26,0.355,-0.436
1039,4,"South Carolina,Chester",South Carolina,Chester,Chester County,0.166,0.57,0.365,0.342,0.37,0.671
1040,4,"South Carolina,Chesterfield",South Carolina,Chesterfield,Chesterfield County,0.148,0.459,0.373,0.383,0.343,0.449
1041,4,"South Carolina,Clarendon",South Carolina,Clarendon,Clarendon County,0.142,0.588,0.401,0.457,0.38,3.698
1042,4,"South Carolina,Colleton",South Carolina,Colleton,Colleton County,0.15,0.53,0.419,0.488,0.496,5.458
1043,4,"South Carolina,Darlington",South Carolina,Darlington,Darlington County,0.172,0.428,0.402,0.4,0.409,1.665
1044,4,"South Carolina,Dillon",South Carolina,Dillon,Dillon County,0.098,0.498,0.341,0.399,0.338,0.521
1045,4,"South Carolina,Dorchester",South Carolina,Dorchester,Dorchester County,0.458,0.575,0.409,0.489,0.489,1.807
1046,4,"South Carolina,Edgefield",South Carolina,Edgefield,Edgefield County,0.157,0.549,0.282,0.51,0.371,1.778
1047,4,"South Carolina,Fairfield",South Carolina,Fairfield,Fairfield County,0.109,0.504,0.376,0.357,0.469,2.79
1048,4,"South Carolina,Florence",South Carolina,Florence,Florence County,0.323,0.5,0.466,0.456,0.501,2.626
1049,4,"South Carolina,Georgetown",South Carolina,Georgetown,Georgetown County,0.157,0.531,0.458,0.524,0.432,5.631
1050,4,"South Carolina,Greenville",South Carolina,Greenville,Greenville County,0.785,0.506,0.575,0.315,0.513,1.046
1051,4,"South Carolina,Greenwood",South Carolina,Greenwood,Greenwood County,0.226,0.496,0.325,0.37,0.504,1.163
1052,4,"South Carolina,Hampton",South Carolina,Hampton,Hampton County,0.105,0.522,0.287,0.42,0.411,1.189
1053,4,"South Carolina,Horry",South Carolina,Horry,Horry County,0.409,0.47,0.531,0.495,0.433,2.33
1054,4,"South Carolina,Jasper",South Carolina,Jasper,Jasper County,0.159,0.489,0.331,0.427,0.526,2.865
1055,4,"South Carolina,Kershaw",South Carolina,Kershaw,Kershaw County,0.207,0.454,0.434,0.341,0.526,2.331
1056,4,"South Carolina,Lancaster",South Carolina,Lancaster,Lancaster County,0.271,0.526,0.361,0.344,0.436,0.703
1057,4,"South Carolina,Laurens",South Carolina,Laurens,Laurens County,0.2,0.544,0.398,0.333,0.398,1.034
1058,4,"South Carolina,Lee",South Carolina,Lee,Lee County,0.105,0.514,0.298,0.412,0.322,-0.455
1059,4,"South Carolina,Lexington",South Carolina,Lexington,Lexington County,0.615,0.574,0.476,0.346,0.561,1.291
1060,4,"South Carolina,Marion",South Carolina,Marion,Marion County,0.097,0.452,0.354,0.498,0.444,5.097
1061,4,"South Carolina,Marlboro",South Carolina,Marlboro,Marlboro County,0.102,0.459,0.296,0.419,0.295,-1.373
1062,4,"South Carolina,McCormick",South Carolina,McCormick,McCormick County,0.169,0.516,0.278,0.551,0.343,1.682
1063,4,"South Carolina,Newberry",South Carolina,Newberry,Newberry County,0.172,0.543,0.326,0.437,0.549,3.29
1064,4,"South Carolina,Oconee",South Carolina,Oconee,Oconee County,0.36,0.229,0.411,0.449,0.459,0.919
1065,4,"South Carolina,Orangeburg",South Carolina,Orangeburg,Orangeburg County,0.152,0.577,0.511,0.404,0.456,5.443
1066,4,"South Carolina,Pickens",South Carolina,Pickens,Pickens County,0.42,0.475,0.427,0.38,0.491,1.218
1067,4,"South Carolina,Richland",South Carolina,Richland,Richland County,0.694,0.503,0.502,0.36,0.515,1.066
1068,4,"South Carolina,Saluda",South Carolina,Saluda,Saluda County,0.107,0.5,0.286,0.439,0.329,-0.116
1069,4,"South Carolina,Spartanburg",South Carolina,Spartanburg,Spartanburg County,0.747,0.588,0.521,0.302,0.483,0.893
1070,4,"South Carolina,Sumter",South Carolina,Sumter,Sumter County,0.287,0.533,0.374,0.409,0.486,1.71
1071,4,"South Carolina,Union",South Carolina,Union,Union County,0.14,0.571,0.363,0.358,0.353,0.788
1072,4,"South Carolina,Williamsburg",South Carolina,Williamsburg,Williamsburg County,0.103,0.537,0.365,0.512,0.459,6.506
1073,4,"South Carolina,York",South Carolina,York,York County,0.698,0.589,0.451,0.299,0.457,0.605
1074,4,"Tennessee,Anderson",Tennessee,Anderson,Anderson County,0.392,0.368,0.308,0.319,0.437,-0.428
1075,4,"Tennessee,Bedford",Tennessee,Bedford,Bedford County,0.228,0.345,0.358,0.283,0.422,-0.765
1076,4,"Tennessee,Benton",Tennessee,Benton,Benton County,0.148,0.453,0.212,0.409,0.398,-1.32
1077,4,"Tennessee,Bledsoe",Tennessee,Bledsoe,Bledsoe County,0.161,0.351,0.258,0.324,0.352,-2.938
1078,4,"Tennessee,Blount",Tennessee,Blount,Blount County,0.626,0.243,0.346,0.408,0.498,0.237
1079,4,"Tennessee,Bradley",Tennessee,Bradley,Bradley County,0.52,0.41,0.293,0.295,0.459,-0.35
1080,4,"Tennessee,Campbell",Tennessee,Campbell,Campbell County,0.177,0.325,0.291,0.399,0.345,-1.357
1081,4,"Tennessee,Cannon",Tennessee,Cannon,Cannon County,0.104,0.367,0.239,0.281,0.377,-5.421
1082,4,"Tennessee,Carroll",Tennessee,Carroll,Carroll County,0.174,0.563,0.324,0.413,0.42,1.521
1083,4,"Tennessee,Carter",Tennessee,Carter,Carter County,0.174,0.228,0.277,0.451,0.418,-0.587
1084,4,"Tennessee,Cheatham",Tennessee,Cheatham,Cheatham County,0.141,0.568,0.306,0.406,0.485,2.37
1085,4,"Tennessee,Chester",Tennessee,Chester,Chester County,0.137,0.536,0.244,0.419,0.413,0.202
