,EPAREGION,"State,County",State,County,County_with_county_appended,Risk,Governance,Built Environment,Natural Environment,Society,CRSI
2422,7,"Missouri,Clark",Missouri,Clark,Clark County,0.178,0.619,0.287,0.432,0.341,0.651
2423,7,"Missouri,Clay",Missouri,Clay,Clay County,0.752,0.566,0.49,0.355,0.543,1.078
2424,7,"Missouri,Clinton",Missouri,Clinton,Clinton County,0.104,0.614,0.387,0.412,0.649,8.96
2425,7,"Missouri,Cole",Missouri,Cole,Cole County,0.249,0.518,0.483,0.373,0.694,4.357
2426,7,"Missouri,Cooper",Missouri,Cooper,Cooper County,0.107,0.62,0.395,0.403,0.583,7.539
2427,7,"Missouri,Crawford",Missouri,Crawford,Crawford County,0.136,0.505,0.395,0.409,0.589,5.323
2428,7,"Missouri,Dade",Missouri,Dade,Dade County,0.151,0.539,0.24,0.424,0.427,0.399
2429,7,"Missouri,Dallas",Missouri,Dallas,Dallas County,0.159,0.448,0.357,0.368,0.447,1.148
2430,7,"Missouri,Daviess",Missouri,Daviess,Daviess County,0.119,0.663,0.343,0.425,0.54,5.762
2431,7,"Missouri,DeKalb",Missouri,DeKalb,DeKalb County,0.108,0.655,0.381,0.458,0.496,7.12
2432,7,"Missouri,Dent",Missouri,Dent,Dent County,0.103,0.467,0.293,0.422,0.575,4.025
2433,7,"Missouri,Douglas",Missouri,Douglas,Douglas County,0.154,0.377,0.323,0.427,0.377,0.186
2434,7,"Missouri,Dunklin",Missouri,Dunklin,Dunklin County,0.177,0.47,0.382,0.423,0.423,2.028
2435,7,"Missouri,Franklin",Missouri,Franklin,Franklin County,0.388,0.532,0.601,0.354,0.59,2.99
2436,7,"Missouri,Gasconade",Missouri,Gasconade,Gasconade County,0.109,0.522,0.31,0.345,0.621,3.808
2437,7,"Missouri,Gentry",Missouri,Gentry,Gentry County,0.215,0.649,0.229,0.396,0.651,2.373
2438,7,"Missouri,Greene",Missouri,Greene,Greene County,0.674,0.437,0.541,0.285,0.518,0.887
2439,7,"Missouri,Grundy",Missouri,Grundy,Grundy County,0.111,0.6,0.297,0.382,0.663,5.704
2440,7,"Missouri,Harrison",Missouri,Harrison,Harrison County,0.102,0.656,0.305,0.377,0.574,5.145
2441,7,"Missouri,Henry",Missouri,Henry,Henry County,0.128,0.583,0.419,0.524,0.586,8.881
2442,7,"Missouri,Hickory",Missouri,Hickory,Hickory County,0.113,0.495,0.335,0.437,0.367,1.616
2443,7,"Missouri,Holt",Missouri,Holt,Holt County,0.1,0.7,0.292,0.416,0.688,8.507
2444,7,"Missouri,Howard",Missouri,Howard,Howard County,0.105,0.583,0.282,0.379,0.58,3.856
2445,7,"Missouri,Howell",Missouri,Howell,Howell County,0.161,0.426,0.432,0.403,0.611,4.763
2446,7,"Missouri,Iron",Missouri,Iron,Iron County,0.287,0.502,0.314,0.461,0.448,1.22
2447,7,"Missouri,Jackson",Missouri,Jackson,Jackson County,0.709,0.557,0.723,0.309,0.491,1.704
2448,7,"Missouri,Jasper",Missouri,Jasper,Jasper County,0.658,0.481,0.614,0.362,0.46,1.381
2449,7,"Missouri,Jefferson",Missouri,Jefferson,Jefferson County,0.59,0.54,0.609,0.333,0.564,1.848
2450,7,"Missouri,Johnson",Missouri,Johnson,Johnson County,0.148,0.584,0.572,0.385,0.524,7.313
2451,7,"Missouri,Knox",Missouri,Knox,Knox County,0.148,0.607,0.24,0.368,0.378,-0.715
2452,7,"Missouri,Laclede",Missouri,Laclede,Laclede County,0.17,0.488,0.41,0.333,0.474,1.95
2453,7,"Missouri,Lafayette",Missouri,Lafayette,Lafayette County,0.112,0.582,0.466,0.36,0.711,9.844
2454,7,"Missouri,Lawrence",Missouri,Lawrence,Lawrence County,0.259,0.47,0.406,0.38,0.591,2.497
2455,7,"Missouri,Lewis",Missouri,Lewis,Lewis County,0.187,0.61,0.323,0.398,0.548,2.813
2456,7,"Missouri,Lincoln",Missouri,Lincoln,Lincoln County,0.24,0.588,0.535,0.388,0.539,4.282
2457,7,"Missouri,Linn",Missouri,Linn,Linn County,0.106,0.614,0.37,0.408,0.534,6.158
2458,7,"Missouri,Livingston",Missouri,Livingston,Livingston County,0.104,0.548,0.319,0.357,0.636,5.016
2459,7,"Missouri,Macon",Missouri,Macon,Macon County,0.112,0.616,0.466,0.45,0.666,11.365
2460,7,"Missouri,Madison",Missouri,Madison,Madison County,0.198,0.513,0.33,0.399,0.492,1.722
2461,7,"Missouri,Maries",Missouri,Maries,Maries County,0.134,0.481,0.357,0.317,0.467,0.958
2462,7,"Missouri,Marion",Missouri,Marion,Marion County,0.152,0.548,0.395,0.396,0.578,4.665
2463,7,"Missouri,McDonald",Missouri,McDonald,McDonald County,0.163,0.474,0.387,0.264,0.447,0.205
2464,7,"Missouri,Mercer",Missouri,Mercer,Mercer County,0.087,0.629,0.177,0.367,0.498,-0.227
2465,7,"Missouri,Miller",Missouri,Miller,Miller County,0.121,0.508,0.48,0.297,0.545,4.858
2466,7,"Missouri,Mississippi",Missouri,Mississippi,Mississippi County,0.329,0.462,0.31,0.384,0.347,-0.261
2467,7,"Missouri,Moniteau",Missouri,Moniteau,Moniteau County,0.109,0.572,0.366,0.372,0.658,6.919
2468,7,"Missouri,Monroe",Missouri,Monroe,Monroe County,0.123,0.606,0.325,0.448,0.622,6.467
2469,7,"Missouri,Montgomery",Missouri,Montgomery,Montgomery County,0.105,0.557,0.38,0.396,0.573,6.351
2470,7,"Missouri,Morgan",Missouri,Morgan,Morgan County,0.125,0.507,0.455,0.354,0.485,4.327
2471,7,"Missouri,New Madrid",Missouri,New Madrid,New Madrid County,0.325,0.512,0.418,0.362,0.393,0.89
2472,7,"Missouri,Newton",Missouri,Newton,Newton County,0.318,0.48,0.526,0.326,0.542,2.35
2473,7,"Missouri,Nodaway",Missouri,Nodaway,Nodaway County,0.099,0.599,0.509,0.429,0.601,12.014
2474,7,"Missouri,Oregon",Missouri,Oregon,Oregon County,0.178,0.442,0.271,0.465,0.451,1.092
2475,7,"Missouri,Osage",Missouri,Osage,Osage County,0.094,0.529,0.407,0.322,0.79,10.22
2476,7,"Missouri,Ozark",Missouri,Ozark,Ozark County,0.187,0.419,0.332,0.399,0.57,2.167
2477,7,"Missouri,Pemiscot",Missouri,Pemiscot,Pemiscot County,0.235,0.519,0.31,0.397,0.396,0.41
2478,7,"Missouri,Perry",Missouri,Perry,Perry County,0.191,0.437,0.333,0.338,0.752,3.308
2479,7,"Missouri,Pettis",Missouri,Pettis,Pettis County,0.16,0.551,0.444,0.418,0.53,5.011
2480,7,"Missouri,Phelps",Missouri,Phelps,Phelps County,0.136,0.474,0.502,0.364,0.51,5.221
2481,7,"Missouri,Pike",Missouri,Pike,Pike County,0.138,0.566,0.402,0.433,0.538,5.517
2482,7,"Missouri,Platte",Missouri,Platte,Platte County,0.384,0.591,0.495,0.357,0.523,2.121
2483,7,"Missouri,Polk",Missouri,Polk,Polk County,0.16,0.5,0.404,0.417,0.548,4.246
2484,7,"Missouri,Pulaski",Missouri,Pulaski,Pulaski County,0.293,0.498,0.481,0.378,0.388,1.605
2485,7,"Missouri,Putnam",Missouri,Putnam,Putnam County,0.079,0.58,0.275,0.351,0.399,-0.509
2486,7,"Missouri,Ralls",Missouri,Ralls,Ralls County,0.127,0.591,0.388,0.418,0.608,6.668
2487,7,"Missouri,Randolph",Missouri,Randolph,Randolph County,0.112,0.564,0.414,0.375,0.64,7.567
2488,7,"Missouri,Ray",Missouri,Ray,Ray County,0.1,0.618,0.38,0.421,0.563,7.72
2489,7,"Missouri,Reynolds",Missouri,Reynolds,Reynolds County,0.15,0.422,0.323,0.453,0.574,3.497
2490,7,"Missouri,Ripley",Missouri,Ripley,Ripley County,0.141,0.402,0.263,0.467,0.385,0.059
2491,7,"Missouri,Saline",Missouri,Saline,Saline County,0.108,0.594,0.364,0.37,0.536,4.89
2492,7,"Missouri,Schuyler",Missouri,Schuyler,Schuyler County,0.071,0.652,0.282,0.353,0.391,0.583
2493,7,"Missouri,Scotland",Missouri,Scotland,Scotland County,0.164,0.606,0.211,0.4,0.357,-0.895
2494,7,"Missouri,Scott",Missouri,Scott,Scott County,0.274,0.505,0.431,0.347,0.557,2.192
2495,7,"Missouri,Shannon",Missouri,Shannon,Shannon County,0.152,0.424,0.339,0.486,0.317,0.958
2496,7,"Missouri,Shelby",Missouri,Shelby,Shelby County,0.08,0.635,0.348,0.412,0.581,8.971
2497,7,"Missouri,St. Charles",Missouri,St. Charles,St. Charles County,0.796,0.568,0.558,0.333,0.602,1.326
2498,7,"Missouri,St. Clair",Missouri,St. Clair,St. Clair County,0.126,0.55,0.296,0.533,0.471,4.523
2499,7,"Missouri,St. Francois",Missouri,St. Francois,St. Francois County,0.271,0.483,0.446,0.388,0.493,2.187
2500,7,"Missouri,St. Louis",Missouri,St. Louis,St. Louis County,0.597,0.509,0.254,0.01,0.374,-1.763
2501,7,"Missouri,St. Louis County",Missouri,St. Louis County,St. Louis County County,0.853,0.522,0.62,0.152,0.53,0.689
2502,7,"Missouri,Ste. Genevieve",Missouri,Ste. Genevieve,Ste. Genevieve County,0.12,0.472,0.397,0.35,0.632,5.275
2503,7,"Missouri,Stoddard",Missouri,Stoddard,Stoddard County,0.169,0.511,0.452,0.37,0.446,2.968
2504,7,"Missouri,Stone",Missouri,Stone,Stone County,0.179,0.424,0.477,0.431,0.587,5.081
2505,7,"Missouri,Sullivan",Missouri,Sullivan,Sullivan County,0.082,0.645,0.331,0.4,0.463,5.134
2506,7,"Missouri,Taney",Missouri,Taney,Taney County,0.298,0.39,0.569,0.468,0.413,2.909
2507,7,"Missouri,Texas",Missouri,Texas,Texas County,0.099,0.461,0.441,0.402,0.536,6.833
2508,7,"Missouri,Vernon",Missouri,Vernon,Vernon County,0.103,0.537,0.424,0.477,0.587,9.643
2509,7,"Missouri,Warren",Missouri,Warren,Warren County,0.179,0.555,0.46,0.355,0.491,3.454
2510,7,"Missouri,Washington",Missouri,Washington,Washington County,0.151,0.487,0.369,0.479,0.514,4.356
2511,7,"Missouri,Wayne",Missouri,Wayne,Wayne County,0.237,0.447,0.344,0.463,0.45,1.622
2512,7,"Missouri,Webster",Missouri,Webster,Webster County,0.151,0.504,0.498,0.283,0.574,4.34
2513,7,"Missouri,Worth",Missouri,Worth,Worth County,0.107,0.646,0.248,0.398,0.417,0.967
2514,7,"Missouri,Wright",Missouri,Wright,Wright County,0.117,0.455,0.367,0.413,0.5,3.673
2515,7,"Nebraska,Adams",Nebraska,Adams,Adams County,0.289,0.571,0.361,0.436,0.62,2.851
2516,7,"Nebraska,Antelope",Nebraska,Antelope,Antelope County,0.079,0.662,0.283,0.308,0.753,8.24
2517,7,"Nebraska,Arthur",Nebraska,Arthur,Arthur County,0.186,0.727,0.119,0.234,0.535,-1.774
2518,7,"Nebraska,Banner",Nebraska,Banner,Banner County,0.153,0.684,0.171,0.224,0.236,-5.517
2519,7,"Nebraska,Blaine",Nebraska,Blaine,Blaine County,0.353,0.678,0.153,0.312,0.477,-0.595
2520,7,"Nebraska,Boone",Nebraska,Boone,Boone County,0.077,0.646,0.306,0.299,0.681,6.937
2521,7,"Nebraska,Box Butte",Nebraska,Box Butte,Box Butte County,0.118,0.571,0.318,0.314,0.636,3.726
2522,7,"Nebraska,Boyd",Nebraska,Boyd,Boyd County,0.407,0.686,0.191,0.27,0.586,0.021
2523,7,"Nebraska,Brown",Nebraska,Brown,Brown County,0.272,0.566,0.196,0.323,0.818,1.805
2524,7,"Nebraska,Buffalo",Nebraska,Buffalo,Buffalo County,0.282,0.601,0.51,0.344,0.736,4.432
2525,7,"Nebraska,Burt",Nebraska,Burt,Burt County,0.082,0.666,0.252,0.376,0.659,6.738
2526,7,"Nebraska,Butler",Nebraska,Butler,Butler County,0.124,0.646,0.355,0.435,0.723,8.739
2527,7,"Nebraska,Cass",Nebraska,Cass,Cass County,0.13,0.674,0.498,0.342,0.588,7.694
2528,7,"Nebraska,Cedar",Nebraska,Cedar,Cedar County,0.257,0.656,0.395,0.374,0.737,4.186
2529,7,"Nebraska,Chase",Nebraska,Chase,Chase County,0.232,0.615,0.326,0.345,0.473,1.13
2530,7,"Nebraska,Cherry",Nebraska,Cherry,Cherry County,0.264,0.595,0.367,0.339,0.627,2.427
2531,7,"Nebraska,Cheyenne",Nebraska,Cheyenne,Cheyenne County,0.116,0.632,0.367,0.311,0.678,6.046
2532,7,"Nebraska,Clay",Nebraska,Clay,Clay County,0.416,0.694,0.313,0.523,0.614,2.448
2533,7,"Nebraska,Colfax",Nebraska,Colfax,Colfax County,0.087,0.62,0.313,0.38,0.467,3.515
2534,7,"Nebraska,Cuming",Nebraska,Cuming,Cuming County,0.096,0.608,0.332,0.387,0.719,8.894
2535,7,"Nebraska,Custer",Nebraska,Custer,Custer County,0.234,0.658,0.471,0.234,0.724,3.895
2536,7,"Nebraska,Dakota",Nebraska,Dakota,Dakota County,0.137,0.608,0.352,0.416,0.446,3.26
2537,7,"Nebraska,Dawes",Nebraska,Dawes,Dawes County,0.15,0.551,0.251,0.306,0.681,2.066
2538,7,"Nebraska,Dawson",Nebraska,Dawson,Dawson County,0.218,0.593,0.395,0.255,0.641,2.448
2539,7,"Nebraska,Deuel",Nebraska,Deuel,Deuel County,0.13,0.691,0.278,0.347,0.449,1.273
2540,7,"Nebraska,Dixon",Nebraska,Dixon,Dixon County,0.124,0.726,0.336,0.359,0.531,4.407
2541,7,"Nebraska,Dodge",Nebraska,Dodge,Dodge County,0.143,0.584,0.431,0.416,0.623,6.822
2542,7,"Nebraska,Douglas",Nebraska,Douglas,Douglas County,0.81,0.589,0.589,0.155,0.555,0.777
2543,7,"Nebraska,Dundy",Nebraska,Dundy,Dundy County,0.121,0.607,0.275,0.307,0.502,0.672
2544,7,"Nebraska,Fillmore",Nebraska,Fillmore,Fillmore County,0.388,0.659,0.322,0.433,0.8,2.972
2545,7,"Nebraska,Franklin",Nebraska,Franklin,Franklin County,0.268,0.672,0.191,0.279,0.538,-0.287
2546,7,"Nebraska,Frontier",Nebraska,Frontier,Frontier County,0.254,0.708,0.233,0.347,0.558,1.095
2547,7,"Nebraska,Furnas",Nebraska,Furnas,Furnas County,0.319,0.644,0.394,0.353,0.64,2.568
2548,7,"Nebraska,Gage",Nebraska,Gage,Gage County,0.264,0.605,0.392,0.303,0.689,2.842
2549,7,"Nebraska,Garden",Nebraska,Garden,Garden County,0.294,0.61,0.234,0.285,0.521,-0.148
2550,7,"Nebraska,Garfield",Nebraska,Garfield,Garfield County,0.196,0.586,0.234,0.266,0.531,-0.473
2551,7,"Nebraska,Gosper",Nebraska,Gosper,Gosper County,0.311,0.646,0.28,0.333,0.642,1.516
2552,7,"Nebraska,Grant",Nebraska,Grant,Grant County,0.235,0.695,0.154,0.283,0.533,-0.643
2553,7,"Nebraska,Greeley",Nebraska,Greeley,Greeley County,0.329,0.676,0.257,0.281,0.601,0.701
2554,7,"Nebraska,Hall",Nebraska,Hall,Hall County,0.295,0.576,0.439,0.325,0.691,3.054
2555,7,"Nebraska,Hamilton",Nebraska,Hamilton,Hamilton County,0.246,0.659,0.379,0.503,0.747,5.592
2556,7,"Nebraska,Harlan",Nebraska,Harlan,Harlan County,0.279,0.648,0.239,0.395,0.532,1.07
2557,7,"Nebraska,Hayes",Nebraska,Hayes,Hayes County,0.196,0.652,0.121,0.279,0.284,-3.992
2558,7,"Nebraska,Hitchcock",Nebraska,Hitchcock,Hitchcock County,0.185,0.643,0.241,0.282,0.4,-1.267
2559,7,"Nebraska,Holt",Nebraska,Holt,Holt County,0.274,0.629,0.388,0.278,0.889,4
2560,7,"Nebraska,Hooker",Nebraska,Hooker,Hooker County,0.242,0.618,0.214,0.319,0.415,-0.868
2561,7,"Nebraska,Howard",Nebraska,Howard,Howard County,0.181,0.667,0.256,0.334,0.571,1.607
2562,7,"Nebraska,Jefferson",Nebraska,Jefferson,Jefferson County,0.289,0.625,0.293,0.365,0.681,2.216
2563,7,"Nebraska,Johnson",Nebraska,Johnson,Johnson County,0.116,0.656,0.298,0.312,0.673,4.683
2564,7,"Nebraska,Kearney",Nebraska,Kearney,Kearney County,0.3,0.626,0.323,0.443,0.708,3.224
2565,7,"Nebraska,Keith",Nebraska,Keith,Keith County,0.164,0.584,0.375,0.269,0.686,3.619
2566,7,"Nebraska,Keya Paha",Nebraska,Keya Paha,Keya Paha County,0.288,0.673,0.179,0.294,0.372,-1.371
2567,7,"Nebraska,Kimball",Nebraska,Kimball,Kimball County,0.219,0.595,0.136,0.304,0.509,-1.353
2568,7,"Nebraska,Knox",Nebraska,Knox,Knox County,0.23,0.657,0.418,0.419,0.673,4.881
2569,7,"Nebraska,Lancaster",Nebraska,Lancaster,Lancaster County,0.594,0.575,0.636,0.419,0.631,2.594
2570,7,"Nebraska,Lincoln",Nebraska,Lincoln,Lincoln County,0.198,0.594,0.551,0.289,0.663,5.431
2571,7,"Nebraska,Logan",Nebraska,Logan,Logan County,0.318,0.786,0.194,0.19,0.551,-0.464
2572,7,"Nebraska,Loup",Nebraska,Loup,Loup County,0.258,0.71,0.177,0.233,0.433,-1.529
2573,7,"Nebraska,Madison",Nebraska,Madison,Madison County,0.114,0.589,0.382,0.361,0.763,8.72
2574,7,"Nebraska,McPherson",Nebraska,McPherson,McPherson County,0.279,0.66,0.149,0.233,0.483,-1.519
2575,7,"Nebraska,Merrick",Nebraska,Merrick,Merrick County,0.172,0.63,0.285,0.367,0.679,3.639
2576,7,"Nebraska,Morrill",Nebraska,Morrill,Morrill County,0.115,0.635,0.37,0.243,0.502,1.785
2577,7,"Nebraska,Nance",Nebraska,Nance,Nance County,0.152,0.636,0.293,0.328,0.595,2.568
2578,7,"Nebraska,Nemaha",Nebraska,Nemaha,Nemaha County,0.081,0.612,0.226,0.357,0.569,2.557
2579,7,"Nebraska,Nuckolls",Nebraska,Nuckolls,Nuckolls County,0.213,0.607,0.199,0.37,0.63,1.33
2580,7,"Nebraska,Otoe",Nebraska,Otoe,Otoe County,0.255,0.631,0.391,0.384,0.795,4.614
2581,7,"Nebraska,Pawnee",Nebraska,Pawnee,Pawnee County,0.058,0.639,0.266,0.331,0.567,4.747
2582,7,"Nebraska,Perkins",Nebraska,Perkins,Perkins County,0.128,0.64,0.33,0.34,0.763,6.685
2583,7,"Nebraska,Phelps",Nebraska,Phelps,Phelps County,0.155,0.61,0.262,0.432,0.725,5.135
2584,7,"Nebraska,Pierce",Nebraska,Pierce,Pierce County,0.053,0.672,0.299,0.388,0.826,19.883
2585,7,"Nebraska,Platte",Nebraska,Platte,Platte County,0.145,0.592,0.431,0.359,0.736,7.36
2586,7,"Nebraska,Polk",Nebraska,Polk,Polk County,0.238,0.676,0.317,0.407,0.69,3.685
2587,7,"Nebraska,Red Willow",Nebraska,Red Willow,Red Willow County,0.104,0.546,0.313,0.305,0.677,4.416
2588,7,"Nebraska,Richardson",Nebraska,Richardson,Richardson County,0.074,0.59,0.31,0.408,0.719,11.161
2589,7,"Nebraska,Rock",Nebraska,Rock,Rock County,0.183,0.676,0.242,0.308,0.52,0.539
2590,7,"Nebraska,Saline",Nebraska,Saline,Saline County,0.272,0.608,0.346,0.392,0.598,2.465
2591,7,"Nebraska,Sarpy",Nebraska,Sarpy,Sarpy County,0.509,0.619,0.353,0.363,0.595,1.218
2592,7,"Nebraska,Saunders",Nebraska,Saunders,Saunders County,0.14,0.658,0.453,0.423,0.708,9.277
2593,7,"Nebraska,Scotts Bluff",Nebraska,Scotts Bluff,Scotts Bluff County,0.392,0.601,0.47,0.309,0.716,2.602
2594,7,"Nebraska,Seward",Nebraska,Seward,Seward County,0.16,0.645,0.417,0.408,0.772,7.97
2595,7,"Nebraska,Sheridan",Nebraska,Sheridan,Sheridan County,0.319,0.615,0.279,0.247,0.595,0.417
2596,7,"Nebraska,Sherman",Nebraska,Sherman,Sherman County,0.283,0.65,0.24,0.297,0.611,0.777
2597,7,"Nebraska,Sioux",Nebraska,Sioux,Sioux County,0.139,0.626,0.185,0.335,0.334,-2.873
2598,7,"Nebraska,Stanton",Nebraska,Stanton,Stanton County,0.192,0.648,0.37,0.352,0.651,4.061
2599,7,"Nebraska,Thayer",Nebraska,Thayer,Thayer County,0.411,0.69,0.338,0.37,0.75,2.371
2600,7,"Nebraska,Thomas",Nebraska,Thomas,Thomas County,0.293,0.712,0.216,0.349,0.559,0.833
2601,7,"Nebraska,Thurston",Nebraska,Thurston,Thurston County,0.147,0.729,0.377,0.805,0.217,7.758
2602,7,"Nebraska,Valley",Nebraska,Valley,Valley County,0.289,0.629,0.279,0.266,0.803,2.09
2603,7,"Nebraska,Washington",Nebraska,Washington,Washington County,0.215,0.619,0.398,0.374,0.8,5.45
2604,7,"Nebraska,Wayne",Nebraska,Wayne,Wayne County,0.175,0.598,0.329,0.403,0.59,3.575
2605,7,"Nebraska,Webster",Nebraska,Webster,Webster County,0.286,0.673,0.207,0.302,0.498,-0.184
2606,7,"Nebraska,Wheeler",Nebraska,Wheeler,Wheeler County,0.233,0.675,0.165,0.173,0.429,-2.643
2607,7,"Nebraska,York",Nebraska,York,York County,0.227,0.618,0.353,0.436,0.854,5.774
2608,8,"Colorado,Adams",Colorado,Adams,Adams County,0.592,0.544,0.606,0.205,0.52,1.157
2609,8,"Colorado,Alamosa",Colorado,Alamosa,Alamosa County,0.121,0.536,0.389,0.347,0.601,5.036
2610,8,"Colorado,Arapahoe",Colorado,Arapahoe,Arapahoe County,0.591,0.54,0.436,0.179,0.508,0.235
2611,8,"Colorado,Archuleta",Colorado,Archuleta,Archuleta County,0.117,0.538,0.44,0.5,0.58,9.206
2612,8,"Colorado,Baca",Colorado,Baca,Baca County,0.128,0.606,0.188,0.357,0.472,-0.696
2613,8,"Colorado,Bent",Colorado,Bent,Bent County,0.203,0.533,0.164,0.363,0.402,-1.722
2614,8,"Colorado,Boulder",Colorado,Boulder,Boulder County,0.556,0.539,0.645,0.436,0.539,2.497
2615,8,"Colorado,Broomfield",Colorado,Broomfield,Broomfield County,0.702,0.55,0.227,0.246,0.524,-0.3
2616,8,"Colorado,Chaffee",Colorado,Chaffee,Chaffee County,0.091,0.499,0.472,0.504,0.744,15.955
2617,8,"Colorado,Cheyenne",Colorado,Cheyenne,Cheyenne County,0.106,0.639,0.294,0.265,0.497,0.482
2618,8,"Colorado,Clear Creek",Colorado,Clear Creek,Clear Creek County,0.202,0.567,0.499,0.438,0.619,5.911
2619,8,"Colorado,Conejos",Colorado,Conejos,Conejos County,0.082,0.575,0.339,0.385,0.41,2.807
2620,8,"Colorado,Costilla",Colorado,Costilla,Costilla County,0.122,0.504,0.328,0.224,0.206,-5.452
2621,8,"Colorado,Crowley",Colorado,Crowley,Crowley County,0.125,0.604,0.15,0.307,0.167,-7.285
2622,8,"Colorado,Custer",Colorado,Custer,Custer County,0.179,0.486,0.388,0.418,0.573,3.745
2623,8,"Colorado,Delta",Colorado,Delta,Delta County,0.121,0.509,0.542,0.517,0.562,10.965
2624,8,"Colorado,Denver",Colorado,Denver,Denver County,0.551,0.54,0.403,0.068,0.487,-0.474
2625,8,"Colorado,Dolores",Colorado,Dolores,Dolores County,0.097,0.503,0.222,0.577,0.438,3.845
2626,8,"Colorado,Douglas",Colorado,Douglas,Douglas County,0.467,0.566,0.565,0.411,0.588,2.649
2627,8,"Colorado,Eagle",Colorado,Eagle,Eagle County,0.124,0.548,0.627,0.543,0.65,14.752
2628,8,"Colorado,El Paso",Colorado,El Paso,El Paso County,0.49,0.533,0.875,0.318,0.5,3.325
2629,8,"Colorado,Elbert",Colorado,Elbert,Elbert County,0.132,0.621,0.579,0.269,0.657,8.441
2630,8,"Colorado,Fremont",Colorado,Fremont,Fremont County,0.155,0.518,0.498,0.418,0.527,5.879
2631,8,"Colorado,Garfield",Colorado,Garfield,Garfield County,0.131,0.545,0.707,0.454,0.688,14.497
2632,8,"Colorado,Gilpin",Colorado,Gilpin,Gilpin County,0.274,0.547,0.387,0.388,0.528,2.079
2633,8,"Colorado,Grand",Colorado,Grand,Grand County,0.139,0.56,0.612,0.419,0.779,12.624
2634,8,"Colorado,Gunnison",Colorado,Gunnison,Gunnison County,0.102,0.52,0.515,0.484,0.786,15.997
2635,8,"Colorado,Hinsdale",Colorado,Hinsdale,Hinsdale County,0.092,0.598,0.273,0.509,0.428,4.562
2636,8,"Colorado,Huerfano",Colorado,Huerfano,Huerfano County,0.168,0.517,0.352,0.351,0.455,1.252
2637,8,"Colorado,Jackson",Colorado,Jackson,Jackson County,0.148,0.556,0.257,0.375,0.369,-0.75
2638,8,"Colorado,Jefferson",Colorado,Jefferson,Jefferson County,0.553,0.535,0.647,0.379,0.625,2.568
2639,8,"Colorado,Kiowa",Colorado,Kiowa,Kiowa County,0.168,0.662,0.276,0.312,0.449,0.276
2640,8,"Colorado,Kit Carson",Colorado,Kit Carson,Kit Carson County,0.125,0.567,0.382,0.29,0.709,5.528
2641,8,"Colorado,La Plata",Colorado,La Plata,La Plata County,0.151,0.556,0.642,0.526,0.705,12.897
2642,8,"Colorado,Lake",Colorado,Lake,Lake County,0.101,0.485,0.179,0.535,0.585,4.23
2643,8,"Colorado,Larimer",Colorado,Larimer,Larimer County,0.38,0.537,0.856,0.388,0.591,5.092
2644,8,"Colorado,Las Animas",Colorado,Las Animas,Las Animas County,0.154,0.544,0.402,0.324,0.588,3.673
2645,8,"Colorado,Lincoln",Colorado,Lincoln,Lincoln County,0.133,0.616,0.416,0.391,0.485,4.811
2646,8,"Colorado,Logan",Colorado,Logan,Logan County,0.154,0.545,0.541,0.275,0.569,5.05
2647,8,"Colorado,Mesa",Colorado,Mesa,Mesa County,0.169,0.513,0.729,0.582,0.615,12.394
2648,8,"Colorado,Mineral",Colorado,Mineral,Mineral County,0.119,0.583,0.294,0.546,0.335,3.085
2649,8,"Colorado,Moffat",Colorado,Moffat,Moffat County,0.125,0.556,0.406,0.46,0.612,7.784
2650,8,"Colorado,Montezuma",Colorado,Montezuma,Montezuma County,0.134,0.499,0.488,0.506,0.55,8.366
2651,8,"Colorado,Montrose",Colorado,Montrose,Montrose County,0.163,0.508,0.605,0.524,0.636,10.204
2652,8,"Colorado,Morgan",Colorado,Morgan,Morgan County,0.234,0.536,0.474,0.23,0.541,1.824
2653,8,"Colorado,Otero",Colorado,Otero,Otero County,0.133,0.53,0.373,0.468,0.506,5.035
2654,8,"Colorado,Ouray",Colorado,Ouray,Ouray County,0.073,0.565,0.411,0.442,0.681,14.861
2655,8,"Colorado,Park",Colorado,Park,Park County,0.171,0.543,0.511,0.436,0.708,7.997
2656,8,"Colorado,Phillips",Colorado,Phillips,Phillips County,0.13,0.604,0.293,0.307,0.528,1.364
2657,8,"Colorado,Pitkin",Colorado,Pitkin,Pitkin County,0.076,0.513,0.498,0.485,0.604,16.108
2658,8,"Colorado,Prowers",Colorado,Prowers,Prowers County,0.229,0.542,0.308,0.306,0.582,1.13
2659,8,"Colorado,Pueblo",Colorado,Pueblo,Pueblo County,0.199,0.503,0.631,0.337,0.516,5.171
2660,8,"Colorado,Rio Blanco",Colorado,Rio Blanco,Rio Blanco County,0.127,0.525,0.323,0.495,0.53,5.06
2661,8,"Colorado,Rio Grande",Colorado,Rio Grande,Rio Grande County,0.313,0.549,0.404,0.353,0.542,1.787
2662,8,"Colorado,Routt",Colorado,Routt,Routt County,0.124,0.545,0.663,0.435,0.771,15.286
2663,8,"Colorado,Saguache",Colorado,Saguache,Saguache County,0.109,0.531,0.415,0.419,0.461,5.254
2664,8,"Colorado,San Juan",Colorado,San Juan,San Juan County,0.079,0.594,0.296,0.647,0.387,9.349
2665,8,"Colorado,San Miguel",Colorado,San Miguel,San Miguel County,0.093,0.583,0.475,0.517,0.668,15.411
