"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"38001","Adams, ND","4","CA5N","38","...","    Employer contributions for government social insurance",1749,1889,1943,2063,2169,2161,2182,2142,2510,2401,2769,2833,3210,3273
"38001","Adams, ND","4","CA5N","42","...","  plus: Adjustment for residence 4/",568,558,563,600,619,636,670,676,594,911,1649,2094,2640,2343
"38001","Adams, ND","4","CA5N","45","...","  equals: Net earnings by place of residence",35512,26724,45485,42141,48447,45686,54327,43281,52565,58616,61704,88406,56104,60184
"38001","Adams, ND","4","CA5N","46","...","  plus: Dividends, interest, and rent 5/",14090,13016,12340,12116,12328,12475,14505,15996,14383,14205,18146,17725,19210,20085
"38001","Adams, ND","4","CA5N","47","...","  plus: Personal current transfer receipts",13040,14239,14367,15148,16076,17698,18296,19666,21645,21996,22066,21768,21953,23123
"38001","Adams, ND","4","CA5N","50","...","  Wages and salaries",20416,20941,21858,23960,25518,26574,28784,29940,30816,31865,33836,37431,39278,40316
"38001","Adams, ND","4","CA5N","60","...","  Supplements to wages and salaries",4448,4877,5325,5787,6163,6628,6882,7044,7763,7938,8136,8202,8686,8853
"38001","Adams, ND","4","CA5N","61","...","    Employer contributions for employee pension and insurance funds 6/",2699,2988,3382,3724,3994,4467,4700,4902,5253,5537,5367,5369,5476,5580
"38001","Adams, ND","4","CA5N","62","...","    Employer contributions for government social insurance",1749,1889,1943,2063,2169,2161,2182,2142,2510,2401,2769,2833,3210,3273
"38001","Adams, ND","4","CA5N","70","...","  Proprietors' income 7/",13934,4424,21973,16336,20991,16836,23278,10916,19278,23641,23742,46373,12398,15763
"38001","Adams, ND","4","CA5N","71","...","    Farm proprietors' income",9244,-759,16703,10725,15020,10299,17067,5622,13167,17708,17618,40275,6253,9147
"38001","Adams, ND","4","CA5N","72","...","    Nonfarm proprietors' income",4690,5183,5270,5611,5971,6537,6211,5294,6111,5933,6124,6098,6145,6616
"38001","Adams, ND","4","CA5N","81","111-112","  Farm earnings",10540,290,17533,11943,16223,11480,18737,7668,14777,19402,19535,43130,9002,12496
"38001","Adams, ND","4","CA5N","82","...","  Nonfarm earnings",28258,29952,31623,34140,36449,38558,40207,40232,43080,44042,46179,48876,51360,52436
"38001","Adams, ND","4","CA5N","90","113-814","    Private nonfarm earnings",23535,24821,25967,28418,30663,33025,34611,34595,37031,37446,39687,42443,44844,46002
"38001","Adams, ND","4","CA5N","100","113-115","      Forestry, fishing, and related activities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38001","Adams, ND","4","CA5N","101","113","        Forestry and logging",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38001","Adams, ND","4","CA5N","102","114","        Fishing, hunting and trapping","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)"
"38001","Adams, ND","4","CA5N","103","115","        Support activities for agriculture and forestry","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38001","Adams, ND","4","CA5N","200","21","      Mining, quarrying, and oil and gas extraction",0,97,81,677,1004,1404,1660,1685,1115,"(D)","(D)",2515,"(D)","(D)"
"38001","Adams, ND","4","CA5N","201","211","        Oil and gas extraction",0,97,81,71,86,93,75,59,"(L)","(L)","(L)","(L)","(L)","(L)"
"38001","Adams, ND","4","CA5N","202","212","        Mining (except oil and gas)",0,0,0,606,918,1311,1585,1626,1105,1038,1150,"(D)","(D)","(D)"
"38001","Adams, ND","4","CA5N","203","213","        Support activities for mining",0,0,0,0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)"
"38001","Adams, ND","4","CA5N","300","22","      Utilities","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38001","Adams, ND","4","CA5N","400","23","      Construction",637,781,997,958,1110,1453,1412,"(D)",2803,2847,3333,3982,4072,3132
"38001","Adams, ND","4","CA5N","401","236","        Construction of buildings","(D)","(D)","(D)","(D)","(D)",753,"(D)","(D)",1835,"(D)",2416,3014,2990,"(D)"
"38001","Adams, ND","4","CA5N","402","237","        Heavy and civil engineering construction",196,140,156,"(D)",193,201,210,"(D)",198,"(D)",205,217,"(D)","(D)"
"38001","Adams, ND","4","CA5N","403","238","        Specialty trade contractors","(D)","(D)","(D)",294,"(D)",499,"(D)",616,770,734,712,751,"(D)",899
"38001","Adams, ND","4","CA5N","500","31-33","      Manufacturing",421,497,1034,1266,1521,1932,1797,2184,2488,1972,1904,1758,1725,1470
"38001","Adams, ND","4","CA5N","510","321,327-339","        Durable goods manufacturing","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"38001","Adams, ND","4","CA5N","511","321","          Wood product manufacturing",0,"(L)","(L)","(L)","(L)","(L)","(L)",0,0,0,0,0,0,0
