"","EPAREGION","State","County","Risk","Governance","Built Environment","Natural Environment","Society","CRSI"
"338",3,"Virginia","Petersburg","0.517",0.668,0.177,0.296,0.417,-0.603
"339",3,"Virginia","Pittsylvania","0.198",0.569,0.54,0.421,0.53,5.472
"340",3,"Virginia","Poquoson","0.253",0.742,0.165,0.596,0.527,2.687
"341",3,"Virginia","Portsmouth","0.668",0.719,0.238,0.271,0.487,-0.036
"342",3,"Virginia","Powhatan","0.14",0.761,0.39,0.461,0.65,8.661
"343",3,"Virginia","Prince Edward","0.109",0.642,0.363,0.391,0.562,6.191
"344",3,"Virginia","Prince George","0.319",0.7,0.445,0.554,0.482,3.739
"345",3,"Virginia","Prince William","0.6",0.789,0.472,0.345,0.597,1.781
"346",3,"Virginia","Pulaski","0.189",0.451,0.369,0.401,0.518,2.308
"347",3,"Virginia","Radford","0.331",0.516,0.133,0.266,0.334,-2.477
"348",3,"Virginia","Rappahannock","0.132",0.656,0.346,0.439,0.561,5.738
"349",3,"Virginia","Richmond","0.551",0.72,0.245,0.105,0.463,-0.836
"350",3,"Virginia","Richmond","0.238",0.687,0.341,0.489,0.55,3.686
"351",3,"Virginia","Roanoke","0.46",0.508,0.21,0.104,0.536,-1.358
"352",3,"Virginia","Roanoke","0.468",0.508,0.376,0.308,0.6,0.955
"353",3,"Virginia","Rockbridge","0.158",0.415,0.446,0.444,0.572,5.193
"354",3,"Virginia","Rockingham","0.216",0.687,0.616,0.454,0.555,7.109
"355",3,"Virginia","Russell","0.124",0.271,0.398,0.368,0.438,0.78
"356",3,"Virginia","Salem","0.451",0.483,0.146,0.116,0.598,-1.485
"357",3,"Virginia","Scott","0.139",0.332,0.381,0.346,0.4,-0.134
"358",3,"Virginia","Shenandoah","0.196",0.714,0.456,0.394,0.599,5.493
"359",3,"Virginia","Smyth","0.159",0.293,0.387,0.461,0.544,3.303
"360",3,"Virginia","Southampton","0.11",0.679,0.432,0.474,0.568,10.123
"361",3,"Virginia","Spotsylvania","0.517",0.769,0.382,0.377,0.539,1.493
"362",3,"Virginia","Stafford","0.554",0.795,0.393,0.439,0.564,1.857
"363",3,"Virginia","Staunton","0.356",0.839,0.156,0.26,0.569,0.03
"364",3,"Virginia","Suffolk","0.557",0.725,0.494,0.454,0.489,2.013
"365",3,"Virginia","Surry","0.242",0.726,0.305,0.504,0.494,3.091
"366",3,"Virginia","Sussex","0.11",0.648,0.355,0.476,0.496,6.708
"367",3,"Virginia","Tazewell","0.164",0.388,0.409,0.324,0.457,1.061
"368",3,"Virginia","Virginia Beach","0.468",0.687,0.377,0.52,0.509,2.07
"369",3,"Virginia","Warren","0.363",0.771,0.333,0.354,0.577,1.818
"370",3,"Virginia","Washington","0.277",0.29,0.443,0.422,0.475,1.589
"371",3,"Virginia","Waynesboro","0.456",0.722,0.133,0.175,0.514,-1.059
"372",3,"Virginia","Westmoreland","0.251",0.714,0.297,0.463,0.651,3.676
"373",3,"Virginia","Williamsburg","0.387",0.84,0.218,0.365,0.491,0.733
"374",3,"Virginia","Winchester","0.383",0.839,0.148,0.076,0.555,-1.281
"375",3,"Virginia","Wise","0.161",0.426,0.419,0.351,0.415,1.377
"376",3,"Virginia","Wythe","0.153",0.404,0.375,0.431,0.58,3.959
"377",3,"Virginia","York","0.59",0.727,0.326,0.679,0.595,2.428
"378",3,"West Virginia","Barbour","0.09",0.708,0.327,0.293,0.445,1.92
"379",3,"West Virginia","Berkeley","0.482",0.685,0.349,0.353,0.431,0.683
"380",3,"West Virginia","Boone","0.127",0.689,0.276,0.276,0.436,-0.306
"381",3,"West Virginia","Braxton","0.075",0.691,0.337,0.435,0.442,7.018
"382",3,"West Virginia","Brooke","0.373",0.727,0.251,0.235,0.38,-0.757
"383",3,"West Virginia","Cabell","0.243",0.699,0.295,0.323,0.449,0.666
"384",3,"West Virginia","Calhoun","0.135",0.676,0.267,0.305,0.37,-0.997
"385",3,"West Virginia","Clay","0.119",0.643,0.292,0.345,0.301,-1.175
"386",3,"West Virginia","Doddridge","0.091",0.718,0.206,0.302,0.438,-1.444
"387",3,"West Virginia","Fayette","0.112",0.624,0.461,0.38,0.551,7.788
"388",3,"West Virginia","Gilmer","0.077",0.707,0.222,0.337,0.364,-2.02
"389",3,"West Virginia","Grant","0.126",0.666,0.326,0.403,0.539,4.617
"390",3,"West Virginia","Greenbrier","0.102",0.297,0.394,0.402,0.554,4.141
"391",3,"West Virginia","Hampshire","0.105",0.607,0.417,0.364,0.373,3.285
"392",3,"West Virginia","Hancock","0.354",0.7,0.168,0.259,0.359,-1.444
"393",3,"West Virginia","Hardy","0.153",0.591,0.384,0.384,0.42,2.512
"394",3,"West Virginia","Harrison","0.206",0.735,0.417,0.251,0.544,2.587
"395",3,"West Virginia","Jackson","0.15",0.71,0.365,0.272,0.439,1.434
"396",3,"West Virginia","Jefferson","0.332",0.732,0.401,0.339,0.449,1.55
"397",3,"West Virginia","Kanawha","0.224",0.71,0.475,0.26,0.519,2.846
"398",3,"West Virginia","Lewis","0.111",0.711,0.282,0.354,0.443,1.852
"399",3,"West Virginia","Lincoln","0.145",0.65,0.316,0.256,0.322,-1.7
"400",3,"West Virginia","Logan","0.12",0.679,0.373,0.236,0.363,-0.286
"401",3,"West Virginia","Marion","0.222",0.723,0.351,0.28,0.506,1.533
"402",3,"West Virginia","Marshall","0.206",0.723,0.358,0.261,0.412,0.629
"403",3,"West Virginia","Mason","0.181",0.705,0.36,0.316,0.368,0.913
"404",3,"West Virginia","McDowell","0.224",0.618,0.33,0.286,0.335,-0.63
"405",3,"West Virginia","Mercer","0.144",0.51,0.345,0.282,0.458,0.153
"406",3,"West Virginia","Mineral","0.153",0.681,0.35,0.369,0.377,1.715
"407",3,"West Virginia","Mingo","0.143",0.673,0.371,0.276,0.296,-0.547
"408",3,"West Virginia","Monongalia","0.399",0.725,0.385,0.289,0.404,0.646
"409",3,"West Virginia","Monroe","0.086",0.504,0.317,0.347,0.557,3.462
"410",3,"West Virginia","Morgan","0.105",0.691,0.27,0.34,0.362,-0.412
"411",3,"West Virginia","Nicholas","0.112",0.563,0.357,0.391,0.407,2.448
"412",3,"West Virginia","Ohio","0.394",0.732,0.199,0.172,0.569,-0.501
"413",3,"West Virginia","Pendleton","0.177",0.591,0.332,0.472,0.463,3.08
"414",3,"West Virginia","Pleasants","0.154",0.769,0.273,0.267,0.359,-0.908
"415",3,"West Virginia","Pocahontas","0.108",0.574,0.309,0.554,0.588,8.469
"416",3,"West Virginia","Preston","0.129",0.718,0.46,0.321,0.529,5.995
"417",3,"West Virginia","Putnam","0.274",0.718,0.413,0.313,0.573,2.6
"418",3,"West Virginia","Raleigh","0.174",0.615,0.408,0.334,0.53,3.242
"419",3,"West Virginia","Randolph","0.103",0.593,0.387,0.433,0.519,6.881
"420",3,"West Virginia","Ritchie","0.097",0.737,0.246,0.293,0.381,-1.43
"421",3,"West Virginia","Roane","0.107",0.698,0.289,0.351,0.39,0.897
"422",3,"West Virginia","Summers","0.077",0.522,0.23,0.422,0.482,1.549
"423",3,"West Virginia","Taylor","0.107",0.709,0.198,0.317,0.53,0.51
"424",3,"West Virginia","Tucker","0.066",0.711,0.32,0.476,0.486,10.51
"425",3,"West Virginia","Tyler","0.106",0.761,0.223,0.309,0.421,-0.537
"426",3,"West Virginia","Upshur","0.106",0.696,0.355,0.313,0.546,4.595
"427",3,"West Virginia","Wayne","0.169",0.683,0.395,0.35,0.365,1.849
"428",3,"West Virginia","Webster","0.137",0.565,0.249,0.418,0.222,-2.231
"429",3,"West Virginia","Wetzel","0.147",0.718,0.267,0.291,0.397,-0.514
"430",3,"West Virginia","Wirt","0.116",0.7,0.24,0.274,0.296,-3.493
"431",3,"West Virginia","Wood","0.256",0.733,0.34,0.251,0.477,0.76
"432",3,"West Virginia","Wyoming","0.217",0.638,0.317,0.309,0.369,-0.151
"433",4,"Alabama","Autauga","0.238",0.425,0.423,0.412,0.477,2.118
"434",4,"Alabama","Baldwin","0.418",0.376,0.772,0.49,0.446,3.624
"435",4,"Alabama","Barbour","0.093",0.461,0.372,0.449,0.337,2.351
"436",4,"Alabama","Bibb","0.246",0.33,0.355,0.433,0.403,0.533
"437",4,"Alabama","Blount","0.244",0.266,0.412,0.345,0.456,0.441
"438",4,"Alabama","Bullock","0.085",0.366,0.266,0.403,0.332,-3.296
"439",4,"Alabama","Butler","0.276",0.422,0.356,0.419,0.405,0.708
"440",4,"Alabama","Calhoun","0.669",0.315,0.456,0.396,0.399,0.43
"441",4,"Alabama","Chambers","0.14",0.422,0.308,0.369,0.303,-1.814
"442",4,"Alabama","Cherokee","0.293",0.398,0.351,0.351,0.379,-0.205
"443",4,"Alabama","Chilton","0.158",0.308,0.421,0.401,0.485,2.337
"444",4,"Alabama","Choctaw","0.274",0.458,0.262,0.421,0.243,-1.21
"445",4,"Alabama","Clarke","0.318",0.31,0.4,0.364,0.359,-0.074
"446",4,"Alabama","Clay","0.129",0.305,0.349,0.43,0.372,0.169
"447",4,"Alabama","Cleburne","0.131",0.346,0.308,0.44,0.309,-1.084
"448",4,"Alabama","Coffee","0.259",0.498,0.406,0.445,0.476,2.346
"449",4,"Alabama","Colbert","0.262",0.242,0.432,0.462,0.535,2.214
"450",4,"Alabama","Conecuh","0.275",0.33,0.318,0.44,0.172,-1.47
"451",4,"Alabama","Coosa","0.114",0.27,0.344,0.409,0.263,-2.562
"452",4,"Alabama","Covington","0.298",0.404,0.404,0.454,0.51,2.005
"453",4,"Alabama","Crenshaw","0.205",0.505,0.349,0.371,0.38,0.464
"454",4,"Alabama","Cullman","0.295",0.285,0.454,0.294,0.467,0.463
"455",4,"Alabama","Dale","0.187",0.491,0.416,0.426,0.385,2.16
"456",4,"Alabama","Dallas","0.138",0.38,0.326,0.404,0.282,-1.503
"457",4,"Alabama","DeKalb","0.287",0.485,0.441,0.322,0.356,0.537
"458",4,"Alabama","Elmore","0.36",0.367,0.48,0.44,0.487,1.899
"459",4,"Alabama","Escambia","0.347",0.355,0.434,0.475,0.304,0.797
"460",4,"Alabama","Etowah","0.42",0.291,0.4,0.348,0.47,0.317
"461",4,"Alabama","Fayette","0.182",0.444,0.336,0.4,0.385,0.428
"462",4,"Alabama","Franklin","0.242",0.407,0.376,0.4,0.336,0.216
"463",4,"Alabama","Geneva","0.128",0.427,0.348,0.442,0.39,1.62
"464",4,"Alabama","Greene","0.251",0.442,0.312,0.412,0.223,-1.097
"465",4,"Alabama","Hale","0.259",0.499,0.295,0.427,0.241,-0.739
"466",4,"Alabama","Henry","0.226",0.427,0.326,0.397,0.405,0.289
"467",4,"Alabama","Houston","0.308",0.51,0.465,0.407,0.492,2.334
"468",4,"Alabama","Jackson","0.207",0.503,0.488,0.4,0.324,2.059
"469",4,"Alabama","Jefferson","0.915",0.265,0.668,0.252,0.504,0.719
"470",4,"Alabama","Lamar","0.153",0.525,0.381,0.417,0.335,1.463
"471",4,"Alabama","Lauderdale","0.215",0.25,0.398,0.437,0.502,1.726
"472",4,"Alabama","Lawrence","0.233",0.228,0.38,0.479,0.389,0.786
"473",4,"Alabama","Lee","0.445",0.378,0.451,0.381,0.379,0.587
"474",4,"Alabama","Limestone","0.597",0.465,0.438,0.458,0.43,1.01
"475",4,"Alabama","Lowndes","0.112",0.498,0.372,0.374,0.33,0.525
"476",4,"Alabama","Macon","0.113",0.302,0.302,0.352,0.412,-1.924
"477",4,"Alabama","Madison","0.804",0.428,0.567,0.324,0.437,0.738
"478",4,"Alabama","Marengo","0.276",0.465,0.363,0.425,0.387,0.855
"479",4,"Alabama","Marion","0.331",0.525,0.482,0.384,0.353,1.35
"480",4,"Alabama","Marshall","0.361",0.479,0.391,0.33,0.356,0.091
"481",4,"Alabama","Mobile","0.536",0.338,0.647,0.449,0.457,1.986
"482",4,"Alabama","Monroe","0.311",0.273,0.377,0.382,0.362,-0.229
"483",4,"Alabama","Montgomery","0.519",0.419,0.484,0.353,0.534,1.207
"484",4,"Alabama","Morgan","0.425",0.403,0.458,0.337,0.449,0.782
"485",4,"Alabama","Perry","0.16",0.335,0.261,0.381,0.259,-3.271
"486",4,"Alabama","Pickens","0.184",0.538,0.369,0.367,0.378,0.911
"487",4,"Alabama","Pike","0.142",0.534,0.38,0.453,0.396,3.096
"488",4,"Alabama","Randolph","0.119",0.379,0.36,0.319,0.388,-0.961
"489",4,"Alabama","Russell","0.196",0.448,0.391,0.387,0.389,1.05
"490",4,"Alabama","Shelby","0.531",0.351,0.597,0.376,0.495,1.582
"491",4,"Alabama","St. Clair","0.566",0.293,0.532,0.337,0.456,0.77
"492",4,"Alabama","Sumter","0.275",0.502,0.234,0.434,0.27,-1.012
"493",4,"Alabama","Talladega","0.303",0.285,0.485,0.39,0.358,0.793
"494",4,"Alabama","Tallapoosa","0.336",0.32,0.404,0.4,0.451,0.794
"495",4,"Alabama","Tuscaloosa","0.497",0.384,0.603,0.382,0.488,1.788
"496",4,"Alabama","Walker","0.339",0.265,0.481,0.341,0.371,0.336
"497",4,"Alabama","Washington","0.352",0.396,0.448,0.415,0.32,0.674
"498",4,"Alabama","Wilcox","0.221",0.363,0.308,0.388,0.288,-1.34
"499",4,"Alabama","Winston","0.274",0.226,0.348,0.397,0.284,-1.132
"500",4,"Florida","Alachua","0.241",0.437,0.7,0.385,0.468,4.845
"501",4,"Florida","Baker","0.131",0.545,0.274,0.53,0.476,3.896
"502",4,"Florida","Bay","0.266",0.511,0.588,0.406,0.52,4.123
"503",4,"Florida","Bradford","0.096",0.465,0.32,0.421,0.524,3.999
"504",4,"Florida","Brevard","0.622",0.577,0.673,0.483,0.47,2.382
"505",4,"Florida","Broward","0.722",0.546,0.713,0.448,0.479,2.059
"506",4,"Florida","Calhoun","0.111",0.223,0.243,0.458,0.396,-2.053
"507",4,"Florida","Charlotte","0.273",0.502,0.516,0.39,0.438,2.55
"508",4,"Florida","Citrus","0.152",0.526,0.422,0.459,0.361,3.209
"509",4,"Florida","Clay","0.356",0.533,0.415,0.49,0.515,2.398
"510",4,"Florida","Collier","0.398",0.564,0.583,0.55,0.437,3.342
"511",4,"Florida","Columbia","0.156",0.415,0.459,0.488,0.506,5.343
"512",4,"Florida","DeSoto","0.242",0.541,0.404,0.301,0.292,-0.273
"513",4,"Florida","Dixie","0.122",0.494,0.283,0.456,0.361,0.624
"514",4,"Florida","Duval","0.688",0.554,0.809,0.36,0.47,2.206
"515",4,"Florida","Escambia","0.519",0.432,0.514,0.452,0.473,1.623
"516",4,"Florida","Flagler","0.26",0.513,0.461,0.349,0.449,1.858
"517",4,"Florida","Franklin","0.163",0.472,0.287,0.608,0.667,6.388
"518",4,"Florida","Gadsden","0.16",0.24,0.375,0.453,0.442,1.387
"519",4,"Florida","Gilchrist","0.061",0.45,0.256,0.389,0.417,-1.531
"520",4,"Florida","Glades","0.366",0.565,0.339,0.46,0.252,0.256
"521",4,"Florida","Gulf","0.133",0.428,0.307,0.535,0.461,3.494
"522",4,"Florida","Hamilton","0.073",0.519,0.285,0.419,0.437,2.297
"523",4,"Florida","Hardee","0.226",0.527,0.434,0.28,0.305,-0.121
"524",4,"Florida","Hendry","0.331",0.605,0.474,0.403,0.334,1.551
"525",4,"Florida","Hernando","0.253",0.523,0.348,0.405,0.374,0.722
"526",4,"Florida","Highlands","0.245",0.495,0.516,0.357,0.383,2.037
"527",4,"Florida","Hillsborough","0.604",0.564,0.867,0.298,0.445,2.455
"528",4,"Florida","Holmes","0.104",0.366,0.284,0.455,0.434,0.887
"529",4,"Florida","Indian River","0.543",0.432,0.462,0.39,0.402,0.76
"530",4,"Florida","Jackson","0.143",0.247,0.433,0.43,0.469,2.648
"531",4,"Florida","Jefferson","0.087",0.486,0.316,0.439,0.555,5.686
"532",4,"Florida","Lafayette","0.145",0.449,0.144,0.488,0.383,-1.49
"533",4,"Florida","Lake","0.488",0.348,0.676,0.412,0.43,2.068
"534",4,"Florida","Lee","0.43",0.583,0.653,0.331,0.424,2.253
"535",4,"Florida","Leon","0.375",0.436,0.518,0.494,0.541,2.915
"536",4,"Florida","Levy","0.128",0.511,0.47,0.44,0.421,5.253
"537",4,"Florida","Liberty","0.193",0.246,0.195,0.713,0.265,0.202
"538",4,"Florida","Madison","0.129",0.49,0.393,0.376,0.474,3.029
"539",4,"Florida","Manatee","0.442",0.564,0.423,0.307,0.443,0.716
"540",4,"Florida","Marion","0.329",0.354,0.642,0.445,0.411,2.929
"541",4,"Florida","Martin","0.456",0.54,0.495,0.395,0.476,1.679
"542",4,"Florida","Miami-Dade","0.623",0.392,0.831,0.536,0.456,2.926
"543",4,"Florida","Monroe","0.156",0.195,0.595,0.628,0.489,8.239
"544",4,"Florida","Nassau","0.252",0.541,0.464,0.384,0.468,2.551
"545",4,"Florida","Okaloosa","0.318",0.302,0.595,0.474,0.482,3.146
"546",4,"Florida","Okeechobee","0.153",0.565,0.39,0.379,0.263,0.355
"547",4,"Florida","Orange","0.716",0.476,0.82,0.278,0.462,1.751
"548",4,"Florida","Osceola","0.441",0.541,0.652,0.335,0.404,2.032
"549",4,"Florida","Palm Beach","0.494",0.592,0.817,0.407,0.47,3.428
"550",4,"Florida","Pasco","0.38",0.513,0.588,0.367,0.378,1.908
"551",4,"Florida","Pinellas","0.436",0.546,0.598,0.391,0.436,2.2
"552",4,"Florida","Polk","0.514",0.416,0.834,0.329,0.429,2.513
"553",4,"Florida","Putnam","0.16",0.429,0.495,0.404,0.335,2.487
"554",4,"Florida","Santa Rosa","0.47",0.381,0.557,0.469,0.44,1.875
"555",4,"Florida","Sarasota","0.428",0.563,0.476,0.285,0.519,1.286
"556",4,"Florida","Seminole","0.747",0.452,0.503,0.29,0.524,0.717
"557",4,"Florida","St. Johns","0.388",0.573,0.533,0.466,0.448,2.627
"558",4,"Florida","St. Lucie","0.532",0.503,0.449,0.311,0.398,0.464
"559",4,"Florida","Sumter","0.381",0.406,0.427,0.426,0.346,0.713
"560",4,"Florida","Suwannee","0.12",0.427,0.368,0.345,0.446,1.112
"561",4,"Florida","Taylor","0.115",0.512,0.326,0.444,0.398,2.188
"562",4,"Florida","Union","0.075",0.523,0.253,0.409,0.432,0.674
"563",4,"Florida","Volusia","0.474",0.459,0.741,0.447,0.428,2.903
"564",4,"Florida","Wakulla","0.216",0.499,0.353,0.64,0.483,4.446
"565",4,"Florida","Walton","0.172",0.271,0.538,0.496,0.43,4.461
"566",4,"Florida","Washington","0.147",0.378,0.341,0.485,0.431,2.22
"567",4,"Georgia","Appling","0.088",0.518,0.265,0.374,0.589,3.426
"568",4,"Georgia","Atkinson","0.083",0.576,0.216,0.336,0.14,-8.977
"569",4,"Georgia","Bacon","0.095",0.552,0.185,0.387,0.363,-3.063
"570",4,"Georgia","Baker","0.09",0.472,0.221,0.488,0.182,-4.248
"571",4,"Georgia","Baldwin","0.176",0.549,0.299,0.334,0.45,0.278
"572",4,"Georgia","Banks","0.23",0.627,0.246,0.316,0.411,-0.574
"573",4,"Georgia","Barrow","0.503",0.578,0.251,0.265,0.47,-0.357
"574",4,"Georgia","Bartow","0.583",0.274,0.388,0.387,0.452,0.256
"575",4,"Georgia","Ben Hill","0.109",0.536,0.217,0.36,0.373,-2.45
"576",4,"Georgia","Berrien","0.083",0.547,0.269,0.413,0.33,-0.901
"577",4,"Georgia","Bibb","0.531",0.554,0.287,0.253,0.502,-0.133
"578",4,"Georgia","Bleckley","0.1",0.518,0.267,0.456,0.449,2.342
"579",4,"Georgia","Brantley","0.113",0.517,0.278,0.389,0.352,-0.849
"580",4,"Georgia","Brooks","0.08",0.561,0.263,0.442,0.341,0.239
"581",4,"Georgia","Bryan","0.172",0.581,0.411,0.504,0.526,5.508
"582",4,"Georgia","Bulloch","0.185",0.506,0.388,0.442,0.458,2.847
"583",4,"Georgia","Burke","0.129",0.507,0.379,0.403,0.428,2.705
"584",4,"Georgia","Butts","0.179",0.583,0.236,0.359,0.483,0.243
"585",4,"Georgia","Calhoun","0.077",0.538,0.222,0.457,0.372,-0.242
"586",4,"Georgia","Camden","0.259",0.572,0.392,0.549,0.478,3.485
"587",4,"Georgia","Candler","0.069",0.468,0.175,0.429,0.434,-2.311
"588",4,"Georgia","Carroll","0.304",0.468,0.373,0.301,0.442,0.236
"589",4,"Georgia","Catoosa","0.585",0.476,0.221,0.335,0.417,-0.503
"590",4,"Georgia","Charlton","0.125",0.53,0.233,0.58,0.342,1.981
"591",4,"Georgia","Chatham","0.697",0.526,0.625,0.53,0.566,2.303
"592",4,"Georgia","Chattahoochee","0.167",0.469,0.26,0.559,0.238,0.031
"593",4,"Georgia","Chattooga","0.138",0.376,0.256,0.385,0.308,-2.811
"594",4,"Georgia","Cherokee","0.611",0.293,0.354,0.354,0.535,0.259
"595",4,"Georgia","Clarke","0.654",0.553,0.251,0.242,0.427,-0.527
"596",4,"Georgia","Clay","0.098",0.411,0.199,0.392,0.216,-6.863
"597",4,"Georgia","Clayton","0.477",0.594,0.238,0.202,0.45,-0.818
"598",4,"Georgia","Clinch","0.129",0.537,0.185,0.374,0.172,-5.511
"599",4,"Georgia","Cobb","0.558",0.396,0.38,0.21,0.514,-0.116
"600",4,"Georgia","Coffee","0.124",0.519,0.299,0.324,0.446,-0.089
"601",4,"Georgia","Colquitt","0.108",0.564,0.389,0.372,0.47,4.055
"602",4,"Georgia","Columbia","0.471",0.485,0.297,0.46,0.544,1.016
"603",4,"Georgia","Cook","0.155",0.607,0.223,0.456,0.416,0.903
"604",4,"Georgia","Coweta","0.4",0.593,0.387,0.339,0.555,1.367
"605",4,"Georgia","Crawford","0.121",0.562,0.267,0.38,0.259,-2.364
"606",4,"Georgia","Crisp","0.188",0.458,0.289,0.421,0.465,0.933
"607",4,"Georgia","Dade","0.275",0.25,0.234,0.325,0.348,-2.344
"608",4,"Georgia","Dawson","0.353",0.291,0.242,0.47,0.471,0.045
"609",4,"Georgia","Decatur","0.12",0.244,0.357,0.453,0.482,2.123
"610",4,"Georgia","DeKalb","0.483",0.545,0.441,0.17,0.493,0.224
"611",4,"Georgia","Dodge","0.088",0.574,0.308,0.38,0.391,1.087
"612",4,"Georgia","Dooly","0.09",0.516,0.242,0.458,0.349,-0.314
"613",4,"Georgia","Dougherty","0.269",0.351,0.342,0.436,0.491,1.12
"614",4,"Georgia","Douglas","0.481",0.553,0.259,0.254,0.502,-0.302
"615",4,"Georgia","Early","0.096",0.448,0.253,0.456,0.39,0.087
"616",4,"Georgia","Echols","0.084",0.533,0.197,0.403,0.094,-9.09
"617",4,"Georgia","Effingham","0.257",0.553,0.409,0.452,0.497,2.841
"618",4,"Georgia","Elbert","0.165",0.554,0.247,0.379,0.444,0.097
"619",4,"Georgia","Emanuel","0.091",0.564,0.301,0.377,0.403,0.913
"620",4,"Georgia","Evans","0.085",0.611,0.226,0.492,0.446,3.501
"621",4,"Georgia","Fannin","0.224",0.413,0.244,0.566,0.518,2.107
"622",4,"Georgia","Fayette","0.47",0.596,0.278,0.354,0.56,0.655
"623",4,"Georgia","Floyd","0.382",0.372,0.288,0.379,0.423,-0.257
"624",4,"Georgia","Forsyth","0.587",0.465,0.313,0.364,0.533,0.409
"625",4,"Georgia","Franklin","0.246",0.603,0.239,0.342,0.442,-0.2
"626",4,"Georgia","Fulton","0.551",0.53,0.709,0.21,0.49,1.632
"627",4,"Georgia","Gilmer","0.238",0.342,0.278,0.506,0.402,0.49
"628",4,"Georgia","Glascock","0.103",0.628,0.125,0.302,0.342,-6.047
"629",4,"Georgia","Glynn","0.352",0.466,0.366,0.497,0.552,2.13
"630",4,"Georgia","Gordon","0.535",0.347,0.326,0.37,0.376,-0.256
"631",4,"Georgia","Grady","0.089",0.494,0.307,0.473,0.389,2.717
"632",4,"Georgia","Greene","0.123",0.597,0.309,0.417,0.405,1.968
"633",4,"Georgia","Gwinnett","0.569",0.579,0.418,0.15,0.553,0.259
"634",4,"Georgia","Habersham","0.372",0.237,0.339,0.403,0.475,0.173
"635",4,"Georgia","Hall","0.606",0.578,0.38,0.314,0.536,0.687
"636",4,"Georgia","Hancock","0.085",0.549,0.234,0.378,0.414,-0.985
"637",4,"Georgia","Haralson","0.182",0.37,0.249,0.307,0.383,-2.531
"638",4,"Georgia","Harris","0.158",0.523,0.373,0.389,0.447,2.234
"639",4,"Georgia","Hart","0.225",0.578,0.275,0.436,0.401,0.762
"640",4,"Georgia","Heard","0.138",0.573,0.228,0.35,0.351,-1.959
"641",4,"Georgia","Henry","0.457",0.602,0.341,0.351,0.54,0.95
"642",4,"Georgia","Houston","0.504",0.565,0.329,0.387,0.47,0.627
"643",4,"Georgia","Irwin","0.086",0.533,0.207,0.37,0.437,-1.733
"644",4,"Georgia","Jackson","0.489",0.625,0.378,0.303,0.479,0.65
"645",4,"Georgia","Jasper","0.099",0.577,0.318,0.381,0.37,0.889
"646",4,"Georgia","Jeff Davis","0.084",0.522,0.185,0.352,0.36,-4.915
"647",4,"Georgia","Jefferson","0.107",0.562,0.293,0.38,0.441,1.34
"648",4,"Georgia","Jenkins","0.088",0.457,0.117,0.424,0.334,-6.054
"649",4,"Georgia","Johnson","0.133",0.592,0.269,0.392,0.308,-0.904
"650",4,"Georgia","Jones","0.113",0.575,0.34,0.382,0.481,3.233
"651",4,"Georgia","Lamar","0.215",0.579,0.228,0.397,0.422,-0.042
"652",4,"Georgia","Lanier","0.113",0.561,0.247,0.394,0.337,-1.343
"653",4,"Georgia","Laurens","0.147",0.526,0.383,0.386,0.584,4.376
"654",4,"Georgia","Lee","0.217",0.585,0.365,0.399,0.515,2.533
"655",4,"Georgia","Liberty","0.214",0.567,0.396,0.488,0.366,2.533
"656",4,"Georgia","Lincoln","0.12",0.584,0.233,0.545,0.36,2.095
"657",4,"Georgia","Long","0.109",0.264,0.268,0.473,0.302,-2.474
"658",4,"Georgia","Lowndes","0.334",0.567,0.443,0.388,0.516,2.141
"659",4,"Georgia","Lumpkin","0.251",0.25,0.273,0.558,0.393,0.487
"660",4,"Georgia","Macon","0.093",0.515,0.218,0.452,0.398,-0.124
"661",4,"Georgia","Madison","0.214",0.584,0.275,0.303,0.513,0.319
"662",4,"Georgia","Marion","0.101",0.516,0.204,0.438,0.189,-4.856
"663",4,"Georgia","McDuffie","0.148",0.575,0.236,0.439,0.548,2.43
"664",4,"Georgia","McIntosh","0.143",0.219,0.328,0.529,0.453,1.982
"665",4,"Georgia","Meriwether","0.145",0.457,0.309,0.39,0.439,0.701
