"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","570","49","        Electric, gas, and sanitary services",27802,32149,34546,37932,38899,38484,41946,46231,50488,58351,64347,71532,82687,102743,113321,134028,150911,173508,193953,216295,215478,285305,264957,296061,319537,330314,337604,347898,300152,335630,388514,434554
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","610","F","      Wholesale trade",124439,148610,164647,195115,245542,292777,348159,430613,521516,667984,775876,917949,1096118,1157883,1340442,1647425,1921352,2171349,2368001,2833480,3247230,3618819,3875281,4144226,4226861,4544065,4894889,5322471,5847525,6619784,6875471,7331633
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","620","G","      Retail trade",576939,630217,687894,759815,860457,949484,1060489,1245359,1434943,1693629,1902489,2091345,2349147,2502183,2706421,3070282,3359402,3594324,3855990,4340796,4692545,4907213,4802084,4903608,5039345,5262950,5541966,5624933,6119621,6883871,7296966,7814486
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","621","52","        Building materials and garden equipment",28783,30190,33880,39909,51011,54581,54157,62449,77673,87686,97492,98789,121617,121351,125899,158155,163869,172421,211968,256094,296291,291053,272436,261043,252234,254508,248748,252239,295686,345286,387308,453613
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","622","53","        General merchandise stores",89197,97610,102884,112195,125799,138312,125760,137003,154869,180027,196219,222626,229271,239579,235570,286266,312628,374303,341751,343634,357863,378480,369187,373838,407408,407101,414634,404804,406202,461798,460429,486988
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","623","54","        Food stores",96820,112583,124908,139087,151919,182526,217642,244009,271491,324672,355778,419096,453546,485995,499438,536589,567694,587404,611683,679222,727984,768385,788237,848827,915460,882752,891572,843800,888328,957744,1027692,1032664
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","624","55","        Automotive dealers and service stations",125404,130848,145924,165354,182705,185537,199742,233474,272684,324328,359049,347907,364501,376389,435103,502684,555857,579785,617634,682775,695487,693578,688646,663305,654809,713054,750562,785236,842658,978742,1077403,1142010
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","625","56","        Apparel and accessory stores",25153,26228,28699,33424,35322,35777,41664,48321,58463,72648,79741,91328,109556,125602,131637,148646,160368,172233,191193,223710,255335,278785,291636,278289,294869,311794,336148,361433,391139,434798,452746,504076
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","626","57","        Home furniture and furnishings stores",30067,34098,36165,40683,46210,48312,55878,69935,85091,103382,113739,120121,117127,122159,162261,182174,210991,248734,284566,354555,414739,461207,419425,397532,393018,430629,503644,457320,540511,637254,703186,885605
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","627","58","        Eating and drinking places",113581,125308,134307,140514,167907,192982,217037,274590,320949,378687,436415,527061,657925,722829,750762,819170,921081,946382,1056051,1229252,1295923,1321816,1275470,1328926,1368216,1412058,1476669,1531052,1656944,1867105,1981124,2094920
"11244","Anaheim-Santa Ana-Irvine, CA (Metropolitan Division)","","CA5","628","59","        Miscellaneous retail",67934,73352,81127,88649,99584,111457,148609,175578,193723,222199,264056,264417,295604,308279,365751,436598,466914,513062,541144,571554,648923,713909,697047,751848,753331,851054,919989,989049,1098153,1201144,1207078,1214610
